"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw","Chain"
"1246",-231.734,-2.20768,1.7987,0.997302,0.702712,5.50351,0.758804,1.01689,1,0,0,1,1246,1,1
"1247",-230.025,-2.32139,1.82283,1.06095,0.718879,5.50778,0.715503,0.979845,1,0,0,1,1247,1,1
"1248",-217.387,-3.59365,1.79039,0.999945,0.807938,5.49695,0.787084,0.935786,1,0,0,1,1248,1,1
"1249",-212.836,-3.19817,1.79341,1.08077,0.769985,5.27556,0.739648,0.99061,1,0,0,1,1249,1,1
"1250",-221.692,-6.04877,1.81855,1.00346,0.856302,5.22921,0.750989,1.03586,1,0,0,1,1250,1,1
"1251",-231.188,-2.29085,1.79824,1.0094,0.727372,5.55644,0.710396,0.992988,1,0,0,1,1251,1,1
"1252",-229.763,-0.540383,1.81834,1.01954,0.754427,5.68715,0.763839,0.969515,1,0,0,1,1252,1,1
"1253",-212.463,-0.961949,1.81681,1.0627,0.838253,5.54571,0.751267,0.971009,1,0,0,1,1253,1,1
"1254",-214.935,-3.46147,1.78189,1.02537,0.737431,5.33425,0.798891,0.980793,1,0,0,1,1254,1,1
"1255",-233.919,-4.17831,1.80751,0.994289,0.781382,5.3927,0.706358,0.9574,1,0,0,1,1255,1,1
"1256",-284.518,-4.93196,1.80292,1.09726,0.641097,5.67553,0.779146,1.02301,1,0,0,1,1256,1,1
"1257",-231.862,-3.63968,1.7359,0.996983,0.751574,5.42802,0.718285,0.990504,1,0,0,1,1257,1,1
"1258",-250.051,-2.62206,1.76587,1.09857,0.803016,5.68159,0.776273,0.955309,1,0,0,1,1258,1,1
"1259",-276.212,-6.66887,1.8156,1.15754,0.665306,5.40673,0.747044,0.979163,1,0,0,1,1259,1,1
"1260",-213.653,-6.16704,1.78235,1.11713,0.829347,5.20504,0.730545,0.977586,1,0,0,1,1260,1,1
"1261",-251.93,-5.7266,1.73646,1.11997,0.894372,5.77676,0.789107,0.992889,1,0,0,1,1261,1,1
"1262",-229.984,-0.861268,1.76344,1.02189,0.748676,5.49718,0.752825,0.988863,1,0,0,1,1262,1,1
"1263",-238.741,-9.22244,1.84158,1.05146,0.948002,6.10038,0.703293,0.953571,1,0,0,1,1263,1,1
"1264",-222.021,-7.52221,1.79803,1.04099,0.821279,5.50387,0.83152,0.927713,1,0,0,1,1264,1,1
"1265",-213.729,-2.51953,1.78859,1.01848,0.714152,5.36297,0.76756,0.95855,1,0,0,1,1265,1,1
"1266",-307.181,-7.6389,1.83844,1.03647,0.772247,6.29145,0.725474,0.993054,1,0,0,1,1266,1,1
"1267",-268.574,-2.81003,1.77512,1.10979,0.726347,5.58093,0.726155,0.974625,1,0,0,1,1267,1,1
"1268",-239.073,-3.42689,1.74427,1.08076,0.756206,5.42048,0.750373,1.0211,1,0,0,1,1268,1,1
"1269",-232.689,-2.60199,1.76956,0.974417,0.85757,5.72445,0.740101,1.0028,1,0,0,1,1269,1,1
"1270",-215.29,-2.58999,1.77992,1.02703,0.817401,5.48484,0.802324,0.971095,1,0,0,1,1270,1,1
"1271",-232.42,-2.81763,1.79834,0.967629,0.77399,5.67829,0.718635,0.999093,1,0,0,1,1271,1,1
"1272",-216.238,-2.9855,1.82261,1.01656,0.767684,5.28227,0.766169,1.00289,1,0,0,1,1272,1,1
"1273",-230.147,-2.60802,1.76196,0.990813,0.755393,5.79131,0.79174,0.976848,1,0,0,1,1273,1,1
"1274",-365.335,-3.91554,1.73107,1.07718,0.658908,5.69545,0.7424,1.00264,1,0,0,1,1274,1,1
"1275",-214.606,-2.61679,1.86143,1.00261,0.832308,5.75581,0.751126,0.95763,1,0,0,1,1275,1,1
"1276",-217.732,-4.07978,1.75923,0.99696,0.927852,5.39143,0.739885,0.973828,1,0,0,1,1276,1,1
"1277",-215.627,-3.68924,1.79045,1.08232,0.924763,5.523,0.756926,1.02078,1,0,0,1,1277,1,1
"1278",-222.6,-6.34167,1.82266,0.988539,0.903026,5.47191,0.753828,1.05472,1,0,0,1,1278,1,1
"1279",-231.292,-1.31578,1.78984,1.01921,0.716028,5.73775,0.730598,0.967395,1,0,0,1,1279,1,1
"1280",-217.176,-3.10039,1.80786,0.984993,0.896296,5.65801,0.790522,0.984448,1,0,0,1,1280,1,1
"1281",-218.433,-4.19095,1.85429,0.965074,0.777154,5.42076,0.734605,0.96096,1,0,0,1,1281,1,1
"1282",-231.35,-3.2252,1.87717,0.994956,0.754021,5.74965,0.728077,0.982296,1,0,0,1,1282,1,1
"1283",-212.272,-1.34708,1.84321,1.05984,0.811189,5.69747,0.775328,0.987358,1,0,0,1,1283,1,1
"1284",-266.766,-1.91908,1.83959,1.05727,0.707158,5.78628,0.775132,0.978446,1,0,0,1,1284,1,1
"1285",-212.89,-1.8287,1.74178,1.01977,0.817363,5.47743,0.768601,0.98632,1,0,0,1,1285,1,1
"1286",-213.93,-2.37598,1.82426,1.0718,0.89367,5.6585,0.78191,0.985346,1,0,0,1,1286,1,1
"1287",-212.927,-1.51314,1.77862,1.05272,0.876889,5.54445,0.737692,0.973152,1,0,0,1,1287,1,1
"1288",-230.798,-1.77181,1.75922,1.02307,0.775634,5.39854,0.746523,0.967452,1,0,0,1,1288,1,1
"1289",-231.755,-3.42509,1.81631,1.01212,0.703041,5.32232,0.731248,0.962704,1,0,0,1,1289,1,1
"1290",-215.345,-2.2737,1.78888,1.01589,0.917977,5.57878,0.732754,0.993859,1,0,0,1,1290,1,1
"1291",-215.082,-2.75594,1.84412,1.05691,0.803414,5.59921,0.803284,0.980076,1,0,0,1,1291,1,1
"1292",-308.692,-4.35593,1.75491,1.09074,0.726371,5.65029,0.700205,0.973484,1,0,0,1,1292,1,1
"1293",-267.609,-3.23076,1.73792,1.08209,0.859585,5.7951,0.748789,0.960046,1,0,0,1,1293,1,1
"1294",-222.461,-8.54334,1.76001,0.973389,0.790096,5.32372,0.831018,0.955007,1,0,0,1,1294,1,1
"1295",-267.452,-3.04511,1.86897,1.07222,0.719899,5.79597,0.737412,0.998302,1,0,0,1,1295,1,1
"1296",-266.054,-1.507,1.74931,1.03485,0.767045,5.7766,0.757658,0.959905,1,0,0,1,1296,1,1
"1297",-213.41,-1.41066,1.79165,0.993664,0.869831,5.69496,0.758659,0.988931,1,0,0,1,1297,1,1
"1298",-342.152,-4.63538,1.73556,1.11518,0.785272,5.87518,0.741438,1.01062,1,0,0,1,1298,1,1
"1299",-212.976,-2.10771,1.75265,1.02401,0.835459,5.528,0.755484,0.949943,1,0,0,1,1299,1,1
"1300",-214.654,-2.4463,1.83783,1.03939,0.750101,5.42552,0.740344,1.0191,1,0,0,1,1300,1,1
"1301",-211.604,-3.35791,1.79828,1.03859,0.922005,5.93825,0.76542,0.97092,1,0,0,1,1301,1,1
"1302",-212.526,-4.96029,1.74067,1.02695,0.886935,5.91699,0.785598,0.950398,1,0,0,1,1302,1,1
"1303",-233.431,-2.6415,1.77703,1.05049,0.768689,5.63336,0.707664,0.956935,1,0,0,1,1303,1,1
"1304",-213.155,-1.67146,1.79185,1.04367,0.724252,5.38072,0.760651,0.969927,1,0,0,1,1304,1,1
"1305",-219.356,-5.11907,1.83825,1.06876,0.824864,5.3375,0.810232,0.993107,1,0,0,1,1305,1,1
"1306",-231.938,-2.82935,1.75809,0.989231,0.695277,5.57079,0.742252,1.01531,1,0,0,1,1306,1,1
"1307",-213.947,-1.25385,1.77961,1.01625,0.847508,5.7179,0.755998,1.00941,1,0,0,1,1307,1,1
"1308",-219.288,-3.68826,1.85315,1.05289,0.874562,5.48261,0.793733,0.967419,1,0,0,1,1308,1,1
"1309",-266.866,-2.06586,1.80135,1.0198,0.665146,5.80305,0.759609,0.996971,1,0,0,1,1309,1,1
"1310",-230.879,-1.93973,1.78519,0.997664,0.866358,5.78818,0.742641,0.965266,1,0,0,1,1310,1,1
"1311",-269.303,-5.11438,1.82075,1.12076,0.669337,5.55516,0.754682,0.941648,1,0,0,1,1311,1,1
"1312",-221.794,-4.54352,1.80138,0.973369,0.923512,5.42728,0.75949,0.953885,1,0,0,1,1312,1,1
"1313",-230.757,-2.76533,1.85553,0.98677,0.703125,5.72631,0.763787,1.00022,1,0,0,1,1313,1,1
"1314",-213.132,-2.22485,1.77602,1.08554,0.808532,5.46103,0.781972,0.973907,1,0,0,1,1314,1,1
"1315",-217.637,-3.32611,1.77203,1.02465,0.846443,5.46452,0.724992,0.941851,1,0,0,1,1315,1,1
"1316",-234.23,-5.19863,1.86182,0.994845,0.708937,5.69855,0.756286,1.04679,1,0,0,1,1316,1,1
"1317",-230.58,-2.54509,1.84257,1.05467,0.670224,5.49539,0.758893,0.968324,1,0,0,1,1317,1,1
"1318",-217.35,-3.17314,1.80713,1.03283,0.943437,5.5524,0.765334,1.01494,1,0,0,1,1318,1,1
"1319",-274.671,-7.28274,1.80646,1.10487,0.632315,5.55093,0.814509,1.00969,1,0,0,1,1319,1,1
"1320",-304.14,-6.15378,1.70507,0.974672,0.68693,5.76425,0.751081,0.947807,1,0,0,1,1320,1,1
"1321",-267.213,-3.01581,1.84316,1.064,0.801049,5.9949,0.745313,0.990059,1,0,0,1,1321,1,1
"1322",-308.669,-5.50317,1.76998,1.0325,0.876548,6.13238,0.729275,0.998648,1,0,0,1,1322,1,1
"1323",-255.345,-6.38034,1.79853,1.11799,0.66534,5.51214,0.813304,0.994367,1,0,0,1,1323,1,1
"1324",-230.45,-1.80308,1.79063,1.05695,0.754382,5.47092,0.718215,0.988269,1,0,0,1,1324,1,1
"1325",-212.357,-1.6763,1.82072,0.99883,0.836514,5.84166,0.764293,0.987214,1,0,0,1,1325,1,1
"1326",-231.776,-3.2434,1.80845,0.958975,0.756335,5.75732,0.767025,0.951851,1,0,0,1,1326,1,1
"1327",-229.519,-1.7103,1.81509,1.02355,0.824744,5.92931,0.748962,0.98262,1,0,0,1,1327,1,1
"1328",-267.721,-2.34965,1.7542,1.10284,0.777001,5.48297,0.756867,0.982523,1,0,0,1,1328,1,1
"1329",-310.034,-6.38972,1.78699,1.00746,0.648205,5.83207,0.719198,1.04326,1,0,0,1,1329,1,1
"1330",-230.731,-2.20526,1.77205,1.04781,0.765293,5.36333,0.744457,0.957929,1,0,0,1,1330,1,1
"1331",-232.487,-4.69395,1.85733,1.00157,0.711673,5.43695,0.70708,0.968214,1,0,0,1,1331,1,1
"1332",-231.168,-1.61188,1.77745,1.07116,0.729348,5.46552,0.744738,0.9649,1,0,0,1,1332,1,1
"1333",-217.206,-1.09934,1.772,1.03163,0.811015,5.50683,0.744046,1.00699,1,0,0,1,1333,1,1
"1334",-232.271,-3.46851,1.79601,1.07112,0.815977,5.46119,0.728581,0.936148,1,0,0,1,1334,1,1
"1335",-215.004,-1.77517,1.79838,0.98911,0.831529,5.58967,0.78371,0.974522,1,0,0,1,1335,1,1
"1336",-229.694,-0.645127,1.80525,1.00527,0.775864,5.72247,0.759953,0.968351,1,0,0,1,1336,1,1
"1337",-233.673,-3.00888,1.78024,1.00805,0.843228,5.4955,0.70683,0.982914,1,0,0,1,1337,1,1
"1338",-231.181,-3.7881,1.79487,0.951912,0.741875,5.79538,0.787426,0.98805,1,0,0,1,1338,1,1
"1339",-216.282,-2.45078,1.85647,1.0009,0.806488,5.58024,0.785196,0.996548,1,0,0,1,1339,1,1
"1340",-236.552,-1.19357,1.7966,1.07441,0.793845,5.72117,0.736607,0.962985,1,0,0,1,1340,1,1
"1341",-215.313,-2.7429,1.80414,1.02204,0.761302,5.47714,0.790461,0.945818,1,0,0,1,1341,1,1
"1342",-215.174,-4.17383,1.87275,0.978796,0.755976,5.72536,0.783802,1.01144,1,0,0,1,1342,1,1
"1343",-269.324,-3.08694,1.78283,1.09105,0.706913,5.69679,0.72811,0.949078,1,0,0,1,1343,1,1
"1344",-212.243,-1.30871,1.7933,1.07257,0.782022,5.4634,0.769114,0.969238,1,0,0,1,1344,1,1
"1345",-233.292,-1.30033,1.79063,1.08483,0.791216,5.61519,0.729289,0.98779,1,0,0,1,1345,1,1
"1346",-212.458,-2.12636,1.75757,1.06541,0.847026,5.65138,0.771574,0.954717,1,0,0,1,1346,1,1
"1347",-215.493,-4.50286,1.85999,0.988093,0.814204,5.84937,0.795512,0.960504,1,0,0,1,1347,1,1
"1348",-214.01,-2.65791,1.79489,1.05843,0.793337,5.26993,0.759683,0.982841,1,0,0,1,1348,1,1
"1349",-213.749,-1.20207,1.81968,1.00843,0.837132,5.66404,0.776976,0.974795,1,0,0,1,1349,1,1
"1350",-253.397,-7.43316,1.84748,1.1612,0.831933,5.70501,0.783543,0.944755,1,0,0,1,1350,1,1
"1351",-214.16,-2.39341,1.79719,1.06037,0.788384,5.51469,0.800839,0.966259,1,0,0,1,1351,1,1
"1352",-234.196,-5.29466,1.81215,1.09103,0.775745,5.42336,0.69671,1.01218,1,0,0,1,1352,1,1
"1353",-230.109,-0.997332,1.76151,1.03774,0.720173,5.51575,0.752098,0.982231,1,0,0,1,1353,1,1
"1354",-267.669,-1.92696,1.77916,1.10239,0.746153,5.68312,0.740082,0.967195,1,0,0,1,1354,1,1
"1355",-328.888,-6.36509,1.72186,1.06327,0.768989,6.06124,0.785024,1.01603,1,0,0,1,1355,1,1
"1356",-219.119,-5.02455,1.86955,1.0126,0.732094,5.47036,0.769413,0.929294,1,0,0,1,1356,1,1
"1357",-233.481,-1.53117,1.73451,1.04078,0.79717,5.67035,0.757002,1.00038,1,0,0,1,1357,1,1
"1358",-272.577,-3.27874,1.76769,1.08677,0.700092,5.69085,0.768557,1.02697,1,0,0,1,1358,1,1
"1359",-214.454,-1.9637,1.78523,1.04549,0.829673,5.42613,0.744568,1.01593,1,0,0,1,1359,1,1
"1360",-212.387,-0.944711,1.76896,1.06244,0.817738,5.50472,0.753287,0.987119,1,0,0,1,1360,1,1
"1361",-234.535,-2.91272,1.81605,1.01029,0.800484,5.61995,0.737256,1.03998,1,0,0,1,1361,1,1
"1362",-219.559,-6.61306,1.75246,1.04919,0.976233,5.51936,0.812874,0.976466,1,0,0,1,1362,1,1
"1363",-233.975,-2.86866,1.79052,1.05646,0.88769,5.62239,0.712224,0.999186,1,0,0,1,1363,1,1
"1364",-216.737,-4.63157,1.81505,0.948021,0.785044,5.66774,0.78957,1.01874,1,0,0,1,1364,1,1
"1365",-217.744,-6.29332,1.75435,1.05135,0.799055,5.193,0.80424,0.991672,1,0,0,1,1365,1,1
"1366",-237.351,-4.90803,1.72592,1.02113,0.697639,5.43491,0.715166,1.01042,1,0,0,1,1366,1,1
"1367",-231.13,-2.4768,1.76561,1.02798,0.719022,5.38433,0.737598,1.00794,1,0,0,1,1367,1,1
"1368",-230.044,-1.40862,1.74693,1.01023,0.73216,5.61473,0.739803,0.97807,1,0,0,1,1368,1,1
"1369",-230.507,-5.28708,1.73436,0.980961,0.786701,5.87266,0.793135,0.948968,1,0,0,1,1369,1,1
"1370",-221.409,-8.23191,1.83238,1.1059,0.907017,5.27355,0.796676,1.0243,1,0,0,1,1370,1,1
"1371",-214.83,-5.19137,1.82432,0.993903,0.88186,5.96556,0.76608,1.03142,1,0,0,1,1371,1,1
"1372",-267.207,-3.75871,1.76876,1.11375,0.714402,5.3977,0.740629,0.97028,1,0,0,1,1372,1,1
"1373",-234.14,-7.04214,1.78939,0.972969,0.86226,6.14608,0.740026,1.0201,1,0,0,1,1373,1,1
"1374",-232.571,-4.68978,1.68986,0.991624,0.780305,5.57947,0.754219,1.00159,1,0,0,1,1374,1,1
"1375",-267.546,-2.75731,1.79673,1.08484,0.700514,5.73901,0.772666,0.949069,1,0,0,1,1375,1,1
"1376",-229.866,-1.05941,1.83055,1.03863,0.711791,5.54399,0.746819,0.994488,1,0,0,1,1376,1,1
"1377",-270.23,-2.15667,1.74947,1.07414,0.773888,5.69071,0.74276,1.0172,1,0,0,1,1377,1,1
"1378",-229.357,-0.423342,1.77265,1.03384,0.761591,5.58701,0.744136,0.973375,1,0,0,1,1378,1,1
"1379",-274.106,-4.87021,1.77301,1.10785,0.845113,5.71689,0.741948,1.04251,1,0,0,1,1379,1,1
"1380",-230.024,-2.82295,1.75829,0.988464,0.853514,5.84841,0.770179,0.968197,1,0,0,1,1380,1,1
"1381",-217.305,-4.69879,1.78638,1.05332,0.746432,5.58602,0.829844,0.99881,1,0,0,1,1381,1,1
"1382",-233.549,-2.51202,1.80369,1.02855,0.691585,5.64792,0.771437,1.02826,1,0,0,1,1382,1,1
"1383",-267.093,-1.15596,1.7839,1.07465,0.724865,5.63589,0.773889,0.991539,1,0,0,1,1383,1,1
"1384",-212.922,-1.8073,1.81955,1.01488,0.881774,5.79668,0.746857,0.970142,1,0,0,1,1384,1,1
"1385",-233.63,-1.36001,1.77899,1.05226,0.759478,5.6736,0.768183,0.94925,1,0,0,1,1385,1,1
"1386",-214.744,-4.38132,1.76847,1.06441,0.742072,5.25587,0.778572,1.01282,1,0,0,1,1386,1,1
"1387",-221.98,-5.39325,1.87586,0.943576,0.838189,5.50906,0.759538,0.978038,1,0,0,1,1387,1,1
"1388",-214.182,-2.50733,1.76798,1.01912,0.868204,5.79529,0.765524,1.01919,1,0,0,1,1388,1,1
"1389",-213.908,-1.12042,1.77708,1.00087,0.849751,5.66626,0.749402,0.995779,1,0,0,1,1389,1,1
"1390",-266.714,-1.47438,1.74731,1.04153,0.699287,5.64065,0.758637,0.989086,1,0,0,1,1390,1,1
"1391",-230.156,-0.514239,1.76665,1.03103,0.80432,5.61971,0.742839,0.990639,1,0,0,1,1391,1,1
"1392",-266.982,-1.03781,1.79395,1.08585,0.78288,5.69955,0.769192,0.978121,1,0,0,1,1392,1,1
"1393",-265.913,-1.02355,1.79126,1.05281,0.689909,5.71047,0.758171,0.980217,1,0,0,1,1393,1,1
"1394",-229.849,-1.77113,1.78009,0.996878,0.754189,5.82758,0.78034,0.989359,1,0,0,1,1394,1,1
"1395",-214.601,-2.69236,1.81687,1.06807,0.719163,5.45039,0.772237,1.02094,1,0,0,1,1395,1,1
"1396",-229.755,-1.24145,1.82459,1.0445,0.741116,5.67546,0.725447,0.969884,1,0,0,1,1396,1,1
"1397",-213.154,-2.67474,1.79647,0.969676,0.821168,5.80405,0.780435,0.992183,1,0,0,1,1397,1,1
"1398",-213.022,-1.44881,1.77285,1.02224,0.757683,5.62161,0.784789,0.960662,1,0,0,1,1398,1,1
"1399",-230.824,-1.64121,1.81663,0.977199,0.754354,5.70658,0.745464,1.00062,1,0,0,1,1399,1,1
"1400",-271.082,-3.78294,1.71873,1.03689,0.770246,5.86926,0.764066,1.01789,1,0,0,1,1400,1,1
"1401",-266.296,-2.78971,1.82124,1.06695,0.765483,5.98531,0.757366,0.961244,1,0,0,1,1401,1,1
"1402",-215.345,-3.50758,1.8726,0.994982,0.709517,5.55619,0.782647,0.974178,1,0,0,1,1402,1,1
"1403",-215.026,-5.43979,1.8929,1.06267,0.699385,5.41532,0.73757,1.01697,1,0,0,1,1403,1,1
"1404",-212.453,-1.45179,1.7936,1.07823,0.870014,5.59213,0.76445,0.989783,1,0,0,1,1404,1,1
"1405",-267.579,-4.40145,1.76271,0.962184,0.667516,5.61127,0.721914,0.982887,1,0,0,1,1405,1,1
"1406",-231.599,-1.39746,1.75848,1.0279,0.745748,5.54559,0.755019,1.0135,1,0,0,1,1406,1,1
"1407",-212.096,-2.13045,1.85609,1.04509,0.813355,5.82631,0.772694,0.972022,1,0,0,1,1407,1,1
"1408",-268.508,-1.67647,1.76318,1.0625,0.80488,5.86467,0.74062,0.991807,1,0,0,1,1408,1,1
"1409",-267.988,-1.36059,1.81194,1.06301,0.736986,5.73224,0.726881,0.997367,1,0,0,1,1409,1,1
"1410",-213.711,-1.26891,1.76515,1.05822,0.778093,5.45559,0.758544,0.99949,1,0,0,1,1410,1,1
"1411",-233.237,-7.60833,1.79621,0.993543,0.561775,5.52699,0.773659,1.00825,1,0,0,1,1411,1,1
"1412",-327.226,-4.54114,1.77348,1.10719,0.661339,5.69958,0.787871,1.00699,1,0,0,1,1412,1,1
"1413",-233.397,-2.23576,1.7989,1.09695,0.748831,5.47124,0.731429,0.996477,1,0,0,1,1413,1,1
"1414",-249.66,-1.50267,1.77188,1.07047,0.783773,5.63059,0.78793,0.989673,1,0,0,1,1414,1,1
"1415",-215.304,-4.21387,1.73037,1.09257,0.914774,5.60451,0.738693,0.975236,1,0,0,1,1415,1,1
"1416",-233.767,-5.10519,1.81395,1.01838,0.777077,5.37175,0.689752,0.983542,1,0,0,1,1416,1,1
"1417",-229.47,-0.933067,1.80763,1.01768,0.784882,5.82537,0.770783,0.980723,1,0,0,1,1417,1,1
"1418",-214.799,-5.58942,1.72175,1.03952,0.937838,5.63149,0.798484,0.968469,1,0,0,1,1418,1,1
"1419",-266.9,-1.72891,1.81313,1.05406,0.672627,5.66375,0.770299,0.996799,1,0,0,1,1419,1,1
"1420",-270.201,-3.63363,1.7847,1.01027,0.821294,5.94271,0.709483,0.978298,1,0,0,1,1420,1,1
"1421",-267.177,-1.44709,1.80372,1.06718,0.709014,5.68925,0.72738,0.980642,1,0,0,1,1421,1,1
"1422",-231.328,-1.29636,1.78828,1.04456,0.715515,5.58993,0.773024,0.958051,1,0,0,1,1422,1,1
"1423",-233.225,-2.67001,1.8106,0.982869,0.775137,5.66792,0.736161,1.02762,1,0,0,1,1423,1,1
"1424",-230.89,-1.79214,1.82213,1.01689,0.744526,5.91572,0.746808,0.996866,1,0,0,1,1424,1,1
"1425",-267.528,-3.00435,1.75286,1.03323,0.639606,5.67588,0.75683,0.968869,1,0,0,1,1425,1,1
"1426",-271.332,-3.78135,1.73426,0.99951,0.792171,5.8266,0.713766,0.996181,1,0,0,1,1426,1,1
"1427",-215.43,-3.29068,1.88998,1.0298,0.808691,5.59639,0.759221,1.01282,1,0,0,1,1427,1,1
"1428",-273.462,-4.60567,1.80363,1.12717,0.707681,5.58397,0.785369,1.01744,1,0,0,1,1428,1,1
"1429",-219.002,-5.22696,1.79078,1.03071,1.04315,5.62561,0.765726,0.993411,1,0,0,1,1429,1,1
"1430",-231.657,-8.04679,1.67539,0.979947,0.836506,5.86223,0.784401,0.964246,1,0,0,1,1430,1,1
"1431",-230.403,-0.581375,1.76558,1.04842,0.803898,5.67545,0.765271,0.978344,1,0,0,1,1431,1,1
"1432",-268.779,-3.0014,1.79264,1.04129,0.70364,5.59256,0.704715,0.965377,1,0,0,1,1432,1,1
"1433",-275.425,-5.13484,1.76939,0.984303,0.757849,6.05567,0.733593,1.01933,1,0,0,1,1433,1,1
"1434",-310.716,-8.84079,1.78232,1.05212,0.915516,6.24903,0.719142,0.959362,1,0,0,1,1434,1,1
"1435",-231.382,-7.19863,1.78073,0.998954,0.611289,5.21887,0.759085,0.969824,1,0,0,1,1435,1,1
"1436",-216.379,-3.30928,1.83233,1.02032,0.959448,5.70301,0.743129,0.971194,1,0,0,1,1436,1,1
"1437",-212.585,-2.11447,1.83471,1.0227,0.826704,5.81056,0.786622,0.995844,1,0,0,1,1437,1,1
"1438",-231.382,-3.38279,1.84009,1.05607,0.663343,5.46263,0.747984,1.01431,1,0,0,1,1438,1,1
"1439",-230.383,-3.01886,1.71714,1.02348,0.840776,5.6685,0.76999,0.963301,1,0,0,1,1439,1,1
"1440",-267.519,-1.46187,1.77322,1.07193,0.72991,5.69706,0.777446,0.998538,1,0,0,1,1440,1,1
"1441",-215.915,-3.18391,1.8406,1.01829,0.741596,5.35286,0.775348,1.01204,1,0,0,1,1441,1,1
"1442",-233.695,-1.25811,1.82709,1.05077,0.750407,5.81917,0.758902,0.96418,1,0,0,1,1442,1,1
"1443",-266.767,-2.31607,1.79589,1.07126,0.667899,5.53393,0.770066,0.967264,1,0,0,1,1443,1,1
"1444",-267.413,-4.04932,1.78926,1.00793,0.608237,5.60354,0.770324,0.995202,1,0,0,1,1444,1,1
"1445",-213.481,-2.62532,1.8391,1.0924,0.801589,5.49741,0.745303,1.01372,1,0,0,1,1445,1,1
"1446",-271.793,-3.02753,1.73772,1.08153,0.698599,5.6353,0.761391,1.01136,1,0,0,1,1446,1,1
"1447",-216.608,-3.59903,1.81142,1.06605,0.915144,5.36183,0.740267,0.999575,1,0,0,1,1447,1,1
"1448",-216.962,-5.64461,1.84344,1.09245,0.97397,5.70457,0.770281,0.952155,1,0,0,1,1448,1,1
"1449",-230.197,-1.47422,1.81009,1.05786,0.768064,5.59629,0.735256,0.949619,1,0,0,1,1449,1,1
"1450",-270.018,-2.30725,1.77963,1.05652,0.765148,5.9014,0.748351,1.01919,1,0,0,1,1450,1,1
"1451",-266.776,-1.84672,1.77817,1.01528,0.702887,5.77149,0.784279,0.989315,1,0,0,1,1451,1,1
"1452",-269.214,-2.19914,1.81578,1.08436,0.737892,5.60393,0.749495,1.02379,1,0,0,1,1452,1,1
"1453",-235.072,-4.38161,1.83133,0.97139,0.742034,5.52177,0.731702,1.03444,1,0,0,1,1453,1,1
"1454",-213.644,-1.40671,1.81522,1.0399,0.84393,5.52989,0.732334,0.964076,1,0,0,1,1454,1,1
"1455",-213.337,-2.61697,1.77755,1.045,0.731734,5.40809,0.793721,0.971971,1,0,0,1,1455,1,1
"1456",-230.418,-1.04276,1.83322,1.07093,0.75137,5.61255,0.740856,0.992234,1,0,0,1,1456,1,1
"1457",-214.037,-1.71345,1.84673,1.05637,0.792103,5.50068,0.767313,0.962572,1,0,0,1,1457,1,1
"1458",-232.745,-4.00351,1.828,0.95159,0.683197,5.49753,0.749474,0.986747,1,0,0,1,1458,1,1
"1459",-267.769,-2.01866,1.79852,1.05966,0.674019,5.55,0.765759,1.00769,1,0,0,1,1459,1,1
"1460",-216.454,-2.9395,1.87409,1.0389,0.721863,5.62331,0.757566,1.01811,1,0,0,1,1460,1,1
"1461",-277.415,-7.84988,1.73744,1.05964,0.709139,5.815,0.832048,1.02158,1,0,0,1,1461,1,1
"1462",-212.655,-0.605301,1.79901,1.047,0.788122,5.53805,0.762175,1.00444,1,0,0,1,1462,1,1
"1463",-213.62,-3.36651,1.80892,1.10294,0.870103,5.70814,0.753477,0.945884,1,0,0,1,1463,1,1
"1464",-230.465,-1.39839,1.79603,1.06413,0.808798,5.64662,0.725779,0.961991,1,0,0,1,1464,1,1
"1465",-213.219,-1.90425,1.76997,1.0271,0.79564,5.76389,0.794449,0.995102,1,0,0,1,1465,1,1
"1466",-268.165,-2.59481,1.77995,1.08712,0.656633,5.60411,0.761958,0.985681,1,0,0,1,1466,1,1
"1467",-215.736,-3.94672,1.77662,1.02735,0.796868,5.31711,0.750854,0.935434,1,0,0,1,1467,1,1
"1468",-231.479,-2.93292,1.77183,0.988272,0.67837,5.54887,0.744725,1.01503,1,0,0,1,1468,1,1
"1469",-230.847,-2.83113,1.80805,0.982184,0.672401,5.57472,0.780909,0.979242,1,0,0,1,1469,1,1
"1470",-231.571,-2.05484,1.78355,0.969258,0.751713,5.62731,0.777326,0.990396,1,0,0,1,1470,1,1
"1471",-273.838,-5.06996,1.6883,0.986039,0.716722,5.66202,0.751311,0.986389,1,0,0,1,1471,1,1
"1472",-234.141,-4.24795,1.78192,0.961961,0.82136,5.56992,0.710176,0.960569,1,0,0,1,1472,1,1
"1473",-235.235,-5.9673,1.8591,1.06319,0.675496,5.48367,0.765669,1.04751,1,0,0,1,1473,1,1
"1474",-267.64,-4.27197,1.82619,1.08969,0.628037,5.51719,0.771735,0.97753,1,0,0,1,1474,1,1
"1475",-233.866,-2.45677,1.76257,0.991174,0.764573,5.80895,0.733627,1.01222,1,0,0,1,1475,1,1
"1476",-213.873,-1.23445,1.81282,1.04521,0.760994,5.66709,0.776766,1.01401,1,0,0,1,1476,1,1
"1477",-231.382,-1.93666,1.81991,0.975828,0.716623,5.59761,0.763477,0.996463,1,0,0,1,1477,1,1
