"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw","Chain"
"1014",-212.351,-2.41527,1.84433,1.07069,0.876327,5.78329,0.755048,0.96799,1,0,0,1,1014,1,1
"1015",-270.664,-5.43067,1.82923,1.01172,0.804727,6.00313,0.699207,0.969826,1,0,0,1,1015,1,1
"1016",-233.696,-2.7242,1.82224,1.09495,0.809273,5.70531,0.716523,0.97187,1,0,0,1,1016,1,1
"1017",-217.589,-4.09143,1.83249,1.00245,0.947765,5.76072,0.786701,0.982174,1,0,0,1,1017,1,1
"1018",-233.212,-2.17107,1.79116,0.963965,0.808246,5.5626,0.738147,0.990719,1,0,0,1,1018,1,1
"1019",-229.985,-2.52503,1.84515,1.01517,0.76157,5.9004,0.729422,0.973186,1,0,0,1,1019,1,1
"1020",-267.363,-1.79379,1.83005,1.06043,0.78215,5.88924,0.736947,0.990345,1,0,0,1,1020,1,1
"1021",-233.78,-2.35883,1.75513,1.03876,0.853861,5.89577,0.746722,0.999294,1,0,0,1,1021,1,1
"1022",-213.48,-1.91007,1.80062,1.07055,0.800182,5.53064,0.792253,0.970172,1,0,0,1,1022,1,1
"1023",-215.446,-3.63686,1.82177,0.948893,0.784833,5.70268,0.776496,1.0073,1,0,0,1,1023,1,1
"1024",-221.612,-4.53415,1.87566,1.03856,0.882186,5.47752,0.792631,0.96839,1,0,0,1,1024,1,1
"1025",-235.307,-3.85473,1.81839,1.09074,0.871171,5.89785,0.738478,0.952641,1,0,0,1,1025,1,1
"1026",-213.151,-0.848161,1.84006,1.00864,0.774065,5.61735,0.75661,0.992307,1,0,0,1,1026,1,1
"1027",-215.934,-3.21985,1.78872,1.00278,0.804659,5.28347,0.738131,0.964008,1,0,0,1,1027,1,1
"1028",-269.636,-3.47256,1.79406,1.12452,0.755416,5.51493,0.736625,1.01242,1,0,0,1,1028,1,1
"1029",-230.798,-1.62165,1.76301,1.0031,0.71035,5.59352,0.750019,1.007,1,0,0,1,1029,1,1
"1030",-230.607,-2.62248,1.80556,0.980003,0.725453,5.67208,0.721482,0.961486,1,0,0,1,1030,1,1
"1031",-233.792,-4.16933,1.79889,0.964967,0.726511,5.69591,0.764689,1.03719,1,0,0,1,1031,1,1
"1032",-213.028,-1.27006,1.80124,1.04938,0.810278,5.43366,0.752077,0.962344,1,0,0,1,1032,1,1
"1033",-232.054,-2.71,1.7329,1.00488,0.854861,5.6124,0.728549,0.985531,1,0,0,1,1033,1,1
"1034",-269.195,-2.99848,1.73889,1.08882,0.734897,5.53527,0.775912,1.00458,1,0,0,1,1034,1,1
"1035",-269.372,-3.22253,1.72558,0.995228,0.792216,5.83241,0.731489,0.982393,1,0,0,1,1035,1,1
"1036",-214.762,-3.06662,1.88469,0.995252,0.737886,5.62966,0.76766,0.98096,1,0,0,1,1036,1,1
"1037",-217.931,-4.56727,1.7826,0.99908,0.791286,5.25377,0.757202,0.942582,1,0,0,1,1037,1,1
"1038",-266.395,-0.887889,1.81244,1.07795,0.756898,5.73645,0.747551,0.976239,1,0,0,1,1038,1,1
"1039",-217.629,-3.63541,1.89826,1.01983,0.781714,5.51609,0.76851,0.96899,1,0,0,1,1039,1,1
"1040",-215.237,-2.56206,1.79306,0.956756,0.77077,5.67611,0.772363,0.969605,1,0,0,1,1040,1,1
"1041",-213.708,-2.6679,1.76454,1.03937,0.907265,5.6301,0.778843,0.960098,1,0,0,1,1041,1,1
"1042",-221.9,-5.99133,1.77673,1.07456,0.887814,5.53007,0.722307,1.0514,1,0,0,1,1042,1,1
"1043",-229.059,-0.739319,1.79969,1.01249,0.780373,5.80091,0.755524,0.970479,1,0,0,1,1043,1,1
"1044",-231.33,-2.84247,1.80249,0.991365,0.742642,5.5723,0.708935,0.966124,1,0,0,1,1044,1,1
"1045",-213.426,-4.1817,1.76987,1.11187,0.926808,5.66591,0.752989,0.960672,1,0,0,1,1045,1,1
"1046",-229.836,-0.566733,1.79607,0.999768,0.765431,5.65992,0.758375,0.971593,1,0,0,1,1046,1,1
"1047",-216.575,-1.83303,1.77633,0.996621,0.874483,5.7414,0.744328,0.997568,1,0,0,1,1047,1,1
"1048",-268.02,-7.30826,1.87879,1.00176,0.665086,6.08022,0.768809,1.00714,1,0,0,1,1048,1,1
"1049",-212.75,-2.99145,1.86428,1.09034,0.83178,5.80058,0.753387,0.974132,1,0,0,1,1049,1,1
"1050",-216.218,-2.20925,1.79093,1.01433,0.904058,5.44751,0.74509,0.978633,1,0,0,1,1050,1,1
"1051",-231.971,-2.30154,1.79567,1.03147,0.687327,5.60842,0.788289,0.958713,1,0,0,1,1051,1,1
"1052",-214.806,-2.19581,1.81733,1.04392,0.825888,5.44031,0.729223,1.01279,1,0,0,1,1052,1,1
"1053",-364.219,-3.76038,1.78283,1.09854,0.74834,5.97313,0.735448,0.961668,1,0,0,1,1053,1,1
"1054",-269.19,-2.6338,1.78285,1.09463,0.750937,5.83394,0.756107,0.951319,1,0,0,1,1054,1,1
"1055",-230.021,-1.04162,1.82389,1.06508,0.74134,5.53425,0.737881,0.990139,1,0,0,1,1055,1,1
"1056",-230.52,-0.690507,1.77809,1.03467,0.807625,5.7472,0.736529,0.991224,1,0,0,1,1056,1,1
"1057",-229.492,-1.02312,1.75386,1.00179,0.771005,5.69808,0.755484,0.982718,1,0,0,1,1057,1,1
"1058",-232.162,-3.0488,1.75941,1.00638,0.786062,5.43575,0.741656,0.941149,1,0,0,1,1058,1,1
"1059",-232.09,-4.07681,1.78368,0.983002,0.763936,5.72331,0.721326,0.933471,1,0,0,1,1059,1,1
"1060",-224.41,-7.15702,1.80211,0.933058,0.92822,5.54464,0.797625,0.975894,1,0,0,1,1060,1,1
"1061",-213.995,-1.78782,1.84231,1.0909,0.769719,5.62734,0.760098,1.00117,1,0,0,1,1061,1,1
"1062",-217.495,-6.76172,1.9232,1.0502,0.900015,5.73323,0.725716,0.973461,1,0,0,1,1062,1,1
"1063",-235.73,-2.86126,1.82387,1.06963,0.755628,5.692,0.733972,1.03417,1,0,0,1,1063,1,1
"1064",-213.868,-2.96574,1.80654,1.05601,0.92908,5.70483,0.736513,0.955697,1,0,0,1,1064,1,1
"1065",-215.459,-5.02719,1.86134,1.10118,0.850943,5.73293,0.759426,1.03447,1,0,0,1,1065,1,1
"1066",-326.344,-5.66136,1.82793,1.12582,0.647395,5.8947,0.751915,0.975278,1,0,0,1,1066,1,1
"1067",-230.189,-0.644201,1.78017,1.03329,0.729131,5.54515,0.766553,0.991431,1,0,0,1,1067,1,1
"1068",-223.857,-7.56943,1.88933,1.03686,0.769334,5.36758,0.820513,0.958947,1,0,0,1,1068,1,1
"1069",-213.871,-3.48165,1.82674,1.03482,0.940393,5.83793,0.748372,0.960156,1,0,0,1,1069,1,1
"1070",-216.128,-3.42344,1.80249,1.04947,0.789473,5.44164,0.813025,0.990285,1,0,0,1,1070,1,1
"1071",-253.009,-6.68043,1.80288,1.05437,0.703168,5.71081,0.836674,0.950447,1,0,0,1,1071,1,1
"1072",-214.065,-2.69524,1.85091,1.0713,0.764973,5.61327,0.792282,0.964651,1,0,0,1,1072,1,1
"1073",-215.39,-7.08748,1.8969,1.01922,0.831563,6.00863,0.764474,0.939058,1,0,0,1,1073,1,1
"1074",-215.157,-3.543,1.80371,0.987246,0.714538,5.46187,0.80168,0.993999,1,0,0,1,1074,1,1
"1075",-267.985,-3.9695,1.83839,1.05709,0.733479,5.88567,0.734568,0.936256,1,0,0,1,1075,1,1
"1076",-231.91,-0.682556,1.79624,1.06296,0.74748,5.5961,0.750731,1.00454,1,0,0,1,1076,1,1
"1077",-267.873,-3.18716,1.75917,1.08615,0.758381,5.66507,0.782389,0.943906,1,0,0,1,1077,1,1
"1078",-266.371,-0.717036,1.78835,1.04388,0.698368,5.61722,0.756972,0.985483,1,0,0,1,1078,1,1
"1079",-214.406,-1.80971,1.8104,1.02926,0.789376,5.36793,0.7512,1.00768,1,0,0,1,1079,1,1
"1080",-309.064,-4.64136,1.70795,1.02663,0.742922,5.68318,0.710726,1.00305,1,0,0,1,1080,1,1
"1081",-213.935,-2.1306,1.80097,1.06875,0.766524,5.46849,0.749725,0.944284,1,0,0,1,1081,1,1
"1082",-230.453,-2.15123,1.74399,0.988913,0.76976,5.51169,0.74422,0.96867,1,0,0,1,1082,1,1
"1083",-215.345,-3.5139,1.88236,1.04213,0.821647,5.73129,0.787169,0.967714,1,0,0,1,1083,1,1
"1084",-214.567,-2.35699,1.77841,1.02899,0.870236,5.45502,0.726889,0.965003,1,0,0,1,1084,1,1
"1085",-212.48,-1.20879,1.84313,1.064,0.789304,5.50829,0.750298,0.9879,1,0,0,1,1085,1,1
"1086",-214.804,-3.49783,1.74481,1.03392,0.895962,5.48986,0.77539,0.954122,1,0,0,1,1086,1,1
"1087",-212.209,-0.642782,1.78144,1.00965,0.817924,5.69096,0.767758,0.984669,1,0,0,1,1087,1,1
"1088",-237.841,-5.77049,1.82351,1.00708,0.903058,5.65474,0.688116,0.971575,1,0,0,1,1088,1,1
"1089",-216.662,-7.68614,1.78803,1.02048,0.972778,5.932,0.802895,0.941191,1,0,0,1,1089,1,1
"1090",-236.507,-2.71788,1.75951,1.04344,0.787237,5.67586,0.728864,1.0316,1,0,0,1,1090,1,1
"1091",-216.116,-2.07112,1.84251,1.00599,0.859426,5.56187,0.75611,1.00913,1,0,0,1,1091,1,1
"1092",-271.568,-3.01621,1.76757,1.04581,0.792216,5.83762,0.750101,1.03645,1,0,0,1,1092,1,1
"1093",-233.085,-3.59714,1.76494,0.956508,0.797518,5.68112,0.719183,0.991815,1,0,0,1,1093,1,1
"1094",-215.011,-1.43407,1.81995,1.04505,0.738607,5.41302,0.743977,0.996833,1,0,0,1,1094,1,1
"1095",-270.168,-3.83176,1.80273,1.13386,0.824177,5.61838,0.726526,0.999973,1,0,0,1,1095,1,1
"1096",-214.261,-2.63098,1.81768,1.07393,0.810546,5.59161,0.785289,0.946059,1,0,0,1,1096,1,1
"1097",-229.767,-0.858636,1.80733,1.03998,0.820511,5.75847,0.737408,0.968466,1,0,0,1,1097,1,1
"1098",-215.152,-1.62505,1.78324,0.999899,0.833221,5.45005,0.770885,0.97853,1,0,0,1,1098,1,1
"1099",-212.875,-0.735629,1.81812,1.00895,0.813368,5.65226,0.769198,0.974489,1,0,0,1,1099,1,1
"1100",-231.372,-1.21115,1.79365,0.996491,0.780331,5.54543,0.744568,0.959042,1,0,0,1,1100,1,1
"1101",-267.832,-1.86291,1.72728,1.05698,0.788948,5.59247,0.742705,0.98535,1,0,0,1,1101,1,1
"1102",-217.638,-6.05054,1.77544,0.955143,0.847451,5.71167,0.760223,0.922058,1,0,0,1,1102,1,1
"1103",-212.127,-1.06215,1.78541,1.06286,0.804416,5.53979,0.757777,0.957819,1,0,0,1,1103,1,1
"1104",-233.736,-1.37938,1.83697,1.06014,0.741411,5.76445,0.759198,1.00426,1,0,0,1,1104,1,1
"1105",-231.778,-3.70304,1.85509,1.05149,0.81574,6.02811,0.754304,0.996669,1,0,0,1,1105,1,1
"1106",-213.771,-1.10093,1.83529,1.03958,0.797555,5.45817,0.758492,0.976709,1,0,0,1,1106,1,1
"1107",-229.579,-2.03462,1.74016,1.00801,0.751191,5.65527,0.757592,0.954632,1,0,0,1,1107,1,1
"1108",-240.549,-4.12902,1.827,1.09543,0.765118,5.63545,0.718735,1.03209,1,0,0,1,1108,1,1
"1109",-232.963,-3.56561,1.85141,0.97082,0.730915,5.53683,0.723356,0.995707,1,0,0,1,1109,1,1
"1110",-267.864,-2.36152,1.76035,1.05596,0.701164,5.70282,0.78944,0.998134,1,0,0,1,1110,1,1
"1111",-232.764,-2.97543,1.84962,0.991738,0.810478,5.72264,0.722815,0.959002,1,0,0,1,1111,1,1
"1112",-266.279,-2.09843,1.84154,1.0582,0.708411,5.86888,0.756862,0.987465,1,0,0,1,1112,1,1
"1113",-229.589,-0.17724,1.77888,1.02896,0.777685,5.59562,0.75504,0.978049,1,0,0,1,1113,1,1
"1114",-230.751,-1.41946,1.82526,1.02723,0.763851,5.76704,0.7271,1.0026,1,0,0,1,1114,1,1
"1115",-231.394,-3.194,1.8368,1.03501,0.872305,5.93192,0.728043,0.988553,1,0,0,1,1115,1,1
"1116",-229.623,-0.399021,1.80686,1.04929,0.786202,5.64167,0.737241,0.974403,1,0,0,1,1116,1,1
"1117",-249.784,-2.43471,1.83967,1.09588,0.747531,5.69627,0.783313,0.982323,1,0,0,1,1117,1,1
"1118",-219.908,-6.04649,1.73902,0.998006,0.863901,5.32518,0.755166,1.03746,1,0,0,1,1118,1,1
"1119",-230.867,-2.09692,1.81265,1.04488,0.736708,5.64893,0.712522,0.96271,1,0,0,1,1119,1,1
"1120",-214.339,-2.08964,1.82904,1.04804,0.851829,5.52651,0.72111,0.972106,1,0,0,1,1120,1,1
"1121",-266.741,-3.06209,1.71495,1.05796,0.784177,5.70661,0.755953,0.955342,1,0,0,1,1121,1,1
"1122",-250.558,-3.71309,1.78312,1.13264,0.801921,5.61187,0.781434,0.965077,1,0,0,1,1122,1,1
"1123",-213.656,-1.86594,1.80624,1.0806,0.754514,5.47305,0.772563,1.00766,1,0,0,1,1123,1,1
"1124",-233.593,-3.67668,1.77441,0.97473,0.864577,5.67019,0.734762,0.943749,1,0,0,1,1124,1,1
"1125",-267.116,-3.47065,1.71737,1.05795,0.854454,5.79869,0.761119,0.96475,1,0,0,1,1125,1,1
"1126",-216.451,-3.70793,1.77041,1.07731,0.933796,5.71998,0.727414,0.964629,1,0,0,1,1126,1,1
"1127",-214.673,-2.19441,1.80694,0.980088,0.744676,5.54716,0.770744,0.954637,1,0,0,1,1127,1,1
"1128",-216.689,-4.00472,1.8227,1.01887,0.988328,5.7351,0.7446,0.997636,1,0,0,1,1128,1,1
"1129",-273.58,-4.41699,1.69933,1.03907,0.744407,5.72359,0.754339,1.02194,1,0,0,1,1129,1,1
"1130",-268.565,-3.03111,1.84151,1.11396,0.7597,5.76419,0.762522,1.00388,1,0,0,1,1130,1,1
"1131",-213.901,-1.16494,1.80396,1.02454,0.82966,5.58058,0.737747,0.956724,1,0,0,1,1131,1,1
"1132",-229.723,-1.23777,1.8122,0.984629,0.730157,5.67845,0.747084,0.977398,1,0,0,1,1132,1,1
"1133",-215.107,-2.0969,1.80267,1.01609,0.885294,5.55181,0.724733,0.971231,1,0,0,1,1133,1,1
"1134",-365.195,-7.63487,1.75829,1.07536,0.60064,6.05409,0.765521,0.974272,1,0,0,1,1134,1,1
"1135",-267.294,-1.47028,1.74856,1.07369,0.744614,5.68465,0.765796,0.990156,1,0,0,1,1135,1,1
"1136",-212.079,-0.42532,1.80327,1.0154,0.804859,5.663,0.769855,0.981981,1,0,0,1,1136,1,1
"1137",-231.593,-1.09304,1.8325,1.04309,0.714327,5.75697,0.75519,0.993317,1,0,0,1,1137,1,1
"1138",-214.504,-1.62269,1.83851,0.997253,0.759385,5.53606,0.776756,0.978933,1,0,0,1,1138,1,1
"1139",-266.4,-2.0743,1.75543,1.0469,0.673475,5.5091,0.757405,0.980211,1,0,0,1,1139,1,1
"1140",-267.569,-1.50395,1.77727,1.07719,0.815754,5.82508,0.756369,0.997844,1,0,0,1,1140,1,1
"1141",-231.067,-0.921417,1.80322,1.02976,0.788067,5.52805,0.729791,0.999378,1,0,0,1,1141,1,1
"1142",-283.255,-3.10072,1.72167,1.06729,0.71565,5.78513,0.758979,0.967532,1,0,0,1,1142,1,1
"1143",-214.249,-3.45785,1.80591,1.08839,0.891811,5.44218,0.732838,0.960082,1,0,0,1,1143,1,1
"1144",-230.792,-6.8634,1.83548,1.01345,0.572583,5.50719,0.755433,0.956323,1,0,0,1,1144,1,1
"1145",-215.745,-3.38989,1.79739,1.06591,0.901189,5.58813,0.789503,1.01663,1,0,0,1,1145,1,1
"1146",-212.39,-4.76319,1.87011,1.04013,0.872922,5.99526,0.775146,0.99261,1,0,0,1,1146,1,1
"1147",-230.09,-1.54508,1.78012,1.02143,0.763944,5.58029,0.742267,0.945188,1,0,0,1,1147,1,1
"1148",-232.908,-2.53466,1.78205,1.04219,0.761513,5.46433,0.726534,1.025,1,0,0,1,1148,1,1
"1149",-231.056,-1.45378,1.79404,0.990303,0.731768,5.55001,0.769788,0.966293,1,0,0,1,1149,1,1
"1150",-229.832,-0.954726,1.82792,1.03221,0.798008,5.74508,0.73362,0.972792,1,0,0,1,1150,1,1
"1151",-236.605,-4.98825,1.80785,1.0422,0.650372,5.53304,0.719678,1.03494,1,0,0,1,1151,1,1
"1152",-229.575,-2.65549,1.82359,1.04665,0.664933,5.42964,0.7399,0.973361,1,0,0,1,1152,1,1
"1153",-230.623,-1.99623,1.79126,0.989672,0.775289,5.88657,0.734772,0.986728,1,0,0,1,1153,1,1
"1154",-229.993,-1.55724,1.84674,1.04843,0.699194,5.55634,0.753067,0.97863,1,0,0,1,1154,1,1
"1155",-364.553,-7.35347,1.69926,1.07022,0.797306,6.03041,0.753656,0.941646,1,0,0,1,1155,1,1
"1156",-230.275,-1.95361,1.80772,1.03751,0.679824,5.42327,0.758721,0.993019,1,0,0,1,1156,1,1
"1157",-231.732,-3.10228,1.76234,0.984421,0.765633,5.62222,0.776794,0.941729,1,0,0,1,1157,1,1
"1158",-269.999,-5.64801,1.78442,1.06647,0.589803,5.51628,0.73605,1.00682,1,0,0,1,1158,1,1
"1159",-276.06,-3.93514,1.7841,1.09372,0.679547,5.69416,0.737616,1.02984,1,0,0,1,1159,1,1
"1160",-233.69,-3.50431,1.76702,1.02244,0.894503,5.88525,0.73242,1.01327,1,0,0,1,1160,1,1
"1161",-215.945,-5.82039,1.80468,1.09839,0.815729,5.15196,0.762515,0.973225,1,0,0,1,1161,1,1
"1162",-215.076,-2.04817,1.76948,1.03617,0.880143,5.60864,0.740053,1.01495,1,0,0,1,1162,1,1
"1163",-213.394,-1.52705,1.83703,1.00646,0.733733,5.55949,0.778859,0.982932,1,0,0,1,1163,1,1
"1164",-229.707,-1.75232,1.80908,0.990578,0.740028,5.81046,0.733281,0.973812,1,0,0,1,1164,1,1
"1165",-232.447,-2.43482,1.77794,0.977365,0.761602,5.6281,0.731251,1.01517,1,0,0,1,1165,1,1
"1166",-215.095,-2.67777,1.87102,1.02141,0.739549,5.47063,0.775338,0.989752,1,0,0,1,1166,1,1
"1167",-214.455,-3.76482,1.81523,1.10015,0.937378,5.57591,0.754664,0.963676,1,0,0,1,1167,1,1
"1168",-216.775,-3.09552,1.85679,0.959648,0.798356,5.60798,0.76006,0.980045,1,0,0,1,1168,1,1
"1169",-229.916,-1.18873,1.77606,1.04727,0.835045,5.74791,0.748708,0.959095,1,0,0,1,1169,1,1
"1170",-215.955,-3.64537,1.79664,1.02341,0.817656,5.61688,0.820837,0.995177,1,0,0,1,1170,1,1
"1171",-216.894,-6.07522,1.86436,1.07438,0.79189,5.34373,0.698605,0.977557,1,0,0,1,1171,1,1
"1172",-216.182,-3.75139,1.81268,1.01576,0.794969,5.32492,0.720544,0.951795,1,0,0,1,1172,1,1
"1173",-212.56,-0.74033,1.80448,1.02097,0.800516,5.74673,0.770971,0.999431,1,0,0,1,1173,1,1
"1174",-231.256,-3.24005,1.86752,1.04563,0.682329,5.53683,0.75305,1.0122,1,0,0,1,1174,1,1
"1175",-213.724,-2.98797,1.77211,1.01651,0.937134,5.72881,0.758374,0.95892,1,0,0,1,1175,1,1
"1176",-215.646,-3.53522,1.80629,1.07538,0.897201,5.33303,0.739839,0.981898,1,0,0,1,1176,1,1
"1177",-214.778,-1.47581,1.7985,1.02352,0.839641,5.5144,0.733227,1.00827,1,0,0,1,1177,1,1
"1178",-231.923,-4.99939,1.75333,1.08027,0.824692,5.35799,0.716853,0.948431,1,0,0,1,1178,1,1
"1179",-305.579,-4.11736,1.73374,0.992975,0.682644,5.76278,0.720309,0.992988,1,0,0,1,1179,1,1
"1180",-216.398,-2.73346,1.83451,1.01631,0.767246,5.39238,0.758329,0.946664,1,0,0,1,1180,1,1
"1181",-325.686,-3.07695,1.76041,1.12054,0.720154,5.65682,0.767427,0.974261,1,0,0,1,1181,1,1
"1182",-213.468,-3.62391,1.7991,1.02283,0.863482,5.84528,0.807742,0.991407,1,0,0,1,1182,1,1
"1183",-215.546,-2.94223,1.84343,0.979061,0.724763,5.44673,0.767189,0.999755,1,0,0,1,1183,1,1
"1184",-231.764,-1.08678,1.8063,1.03339,0.762455,5.87,0.750969,0.968818,1,0,0,1,1184,1,1
"1185",-229.946,-3.33804,1.80991,1.02049,0.647263,5.51723,0.747838,0.948304,1,0,0,1,1185,1,1
"1186",-231.659,-4.63055,1.89788,1.03015,0.659961,5.57114,0.761454,0.990406,1,0,0,1,1186,1,1
"1187",-229.989,-1.07008,1.81917,1.05387,0.765553,5.5669,0.724858,0.982844,1,0,0,1,1187,1,1
"1188",-218.216,-4.54192,1.89652,1.0521,0.907961,5.57223,0.744978,0.975851,1,0,0,1,1188,1,1
"1189",-214.902,-4.44926,1.87897,1.09919,0.727973,5.54578,0.786632,0.993501,1,0,0,1,1189,1,1
"1190",-215.869,-2.06411,1.81244,0.972936,0.808655,5.54017,0.776454,0.989993,1,0,0,1,1190,1,1
"1191",-230.852,-2.92997,1.85432,1.01476,0.680766,5.65862,0.761944,0.952849,1,0,0,1,1191,1,1
"1192",-267.226,-1.0266,1.79071,1.08593,0.7956,5.72183,0.762464,0.991584,1,0,0,1,1192,1,1
"1193",-230.123,-3.94392,1.86357,1.0117,0.646667,5.563,0.735592,0.997638,1,0,0,1,1193,1,1
"1194",-215.328,-3.55495,1.77069,1.07566,0.924475,5.50213,0.745443,1.01461,1,0,0,1,1194,1,1
"1195",-270.122,-4.11072,1.77213,1.02781,0.706743,5.70847,0.81301,1.01374,1,0,0,1,1195,1,1
"1196",-231.87,-5.83657,1.76067,1.01844,0.870182,5.92252,0.744834,0.921307,1,0,0,1,1196,1,1
"1197",-216.632,-3.21613,1.78285,1.00605,0.928275,5.62403,0.750249,1.02082,1,0,0,1,1197,1,1
"1198",-268.204,-4.62142,1.72692,1.05701,0.717467,5.61955,0.804055,0.955992,1,0,0,1,1198,1,1
"1199",-214.64,-1.80773,1.80477,1.01362,0.768435,5.44867,0.785449,0.966757,1,0,0,1,1199,1,1
"1200",-253.857,-5.61416,1.81946,1.11306,0.810674,5.61692,0.822913,0.975733,1,0,0,1,1200,1,1
"1201",-217.041,-3.90415,1.88864,0.998526,0.847049,5.59879,0.728847,0.990572,1,0,0,1,1201,1,1
"1202",-231.827,-1.83374,1.75501,1.0676,0.756891,5.43138,0.758218,0.99804,1,0,0,1,1202,1,1
"1203",-218.022,-4.8179,1.76346,1.03834,1.00125,5.54752,0.781239,0.987061,1,0,0,1,1203,1,1
"1204",-272.83,-4.34506,1.7703,1.10432,0.800668,5.87803,0.768965,0.93976,1,0,0,1,1204,1,1
"1205",-214.552,-3.09763,1.77797,1.05925,0.818304,5.42161,0.732136,0.941831,1,0,0,1,1205,1,1
"1206",-268.027,-5.85005,1.76134,0.960047,0.672821,5.86258,0.759084,0.940693,1,0,0,1,1206,1,1
"1207",-213.189,-1.35396,1.8205,1.05303,0.784219,5.60146,0.776023,1.01396,1,0,0,1,1207,1,1
"1208",-216.256,-6.85235,1.77922,1.09112,0.906064,5.77559,0.749304,0.913397,1,0,0,1,1208,1,1
"1209",-213.992,-5.74815,1.90571,1.1016,0.849554,5.80895,0.765889,0.979061,1,0,0,1,1209,1,1
"1210",-213.218,-1.82224,1.79507,1.01319,0.88925,5.72218,0.752284,0.959023,1,0,0,1,1210,1,1
"1211",-252.149,-5.89672,1.83153,1.11576,0.856241,6.00392,0.773374,1.01495,1,0,0,1,1211,1,1
"1212",-233.746,-2.66056,1.78373,0.990274,0.803225,5.67767,0.734937,1.02944,1,0,0,1,1212,1,1
"1213",-305.584,-4.23325,1.79123,1.05108,0.780051,6.04824,0.724957,0.951794,1,0,0,1,1213,1,1
"1214",-232.754,-4.01613,1.82487,1.09274,0.801594,5.47733,0.704516,0.998677,1,0,0,1,1214,1,1
"1215",-211.791,-1.64393,1.82454,1.04823,0.866021,5.82315,0.755415,0.970697,1,0,0,1,1215,1,1
"1216",-271.268,-4.89109,1.75055,1.0848,0.647828,5.49713,0.779657,1.01452,1,0,0,1,1216,1,1
"1217",-214.906,-2.71824,1.77332,1.00067,0.745504,5.32494,0.753642,1.00369,1,0,0,1,1217,1,1
"1218",-268.733,-2.11511,1.82156,1.06074,0.712406,5.69492,0.724427,1.01001,1,0,0,1,1218,1,1
"1219",-231.709,-2.17464,1.77315,0.992171,0.775282,5.79798,0.755087,1.01982,1,0,0,1,1219,1,1
"1220",-219.046,-3.53658,1.79555,1.00658,0.849138,5.26327,0.769541,0.973601,1,0,0,1,1220,1,1
"1221",-232.609,-2.4716,1.80893,1.0296,0.748693,5.49655,0.725821,1.026,1,0,0,1,1221,1,1
"1222",-215.777,-3.90547,1.8799,1.02441,0.89969,5.7526,0.754292,1.00713,1,0,0,1,1222,1,1
"1223",-216.783,-5.71103,1.84817,1.04051,0.770269,5.7165,0.834653,0.991773,1,0,0,1,1223,1,1
"1224",-229.95,-1.60754,1.80269,1.0059,0.689815,5.68518,0.778332,0.985172,1,0,0,1,1224,1,1
"1225",-232.695,-1.6008,1.75554,1.00884,0.715344,5.73178,0.745893,0.966394,1,0,0,1,1225,1,1
"1226",-267.898,-2.95529,1.75181,1.00105,0.747854,5.73948,0.719087,0.955657,1,0,0,1,1226,1,1
"1227",-230.579,-1.19799,1.81705,1.06863,0.813802,5.6365,0.726923,0.98367,1,0,0,1,1227,1,1
"1228",-273.104,-2.76768,1.73931,1.04212,0.808117,5.74051,0.715785,0.968772,1,0,0,1,1228,1,1
"1229",-230.879,-1.71738,1.85868,1.06049,0.74406,5.66496,0.759115,1.0027,1,0,0,1,1229,1,1
"1230",-306.36,-4.03134,1.77656,1.05496,0.696202,5.92201,0.719328,0.952418,1,0,0,1,1230,1,1
"1231",-216.001,-5.0653,1.86371,1.11887,0.823299,5.51603,0.775176,0.949764,1,0,0,1,1231,1,1
"1232",-213.122,-1.18967,1.80492,1.05045,0.790038,5.45914,0.775146,0.969074,1,0,0,1,1232,1,1
"1233",-232.02,-2.85597,1.79655,0.994156,0.756816,5.42907,0.717664,0.962412,1,0,0,1,1233,1,1
"1234",-214.517,-3.2159,1.79365,1.0108,0.76849,5.647,0.786499,0.932121,1,0,0,1,1234,1,1
"1235",-215.175,-1.53062,1.84629,1.01907,0.740747,5.75331,0.776074,0.984812,1,0,0,1,1235,1,1
"1236",-275.845,-6.01382,1.70981,1.0355,0.740244,5.87772,0.772996,1.03879,1,0,0,1,1236,1,1
"1237",-269.078,-2.57443,1.79178,1.06235,0.813495,5.94875,0.747594,1.01359,1,0,0,1,1237,1,1
"1238",-237.928,-4.27314,1.75241,1.04922,0.764305,5.53974,0.725917,1.04503,1,0,0,1,1238,1,1
"1239",-231.16,-1.10444,1.79808,1.02234,0.76657,5.85746,0.746394,1.00099,1,0,0,1,1239,1,1
"1240",-266.303,-1.74957,1.75068,1.0341,0.779335,5.79015,0.753617,0.954348,1,0,0,1,1240,1,1
"1241",-269.803,-3.73646,1.80072,1.00144,0.683749,6.00368,0.758918,0.963967,1,0,0,1,1241,1,1
"1242",-212.832,-3.22848,1.74721,1.08321,0.886505,5.47317,0.761599,0.967031,1,0,0,1,1242,1,1
"1243",-231.876,-1.96054,1.80295,0.977735,0.813437,5.69849,0.743927,0.956873,1,0,0,1,1243,1,1
"1244",-234.146,-2.00597,1.79146,1.00751,0.720572,5.87986,0.742291,0.962046,1,0,0,1,1244,1,1
"1245",-230.635,-1.81509,1.8323,0.99389,0.733524,5.7382,0.778509,0.99252,1,0,0,1,1245,1,1
