"","lp__","lp_approx__","I","m","lam","gamma","beta","stay","alpha","k","tau",".chain",".iteration",".draw","Chain"
"993",-1023.63,-2.66671,1.80535,0.995843,0.396442,2.73421,0.677218,0.988454,1.45822,1,0,1,993,1,1
"994",-1026.85,-3.04017,1.80668,1.00567,0.42604,2.73192,0.563022,0.914044,1.48904,1,0,1,994,1,1
"995",-1026.28,-2.79362,1.7923,0.979891,0.370597,2.59902,0.583236,0.919268,1.45811,1,0,1,995,1,1
"996",-1024.71,-1.76375,1.80326,0.990482,0.343933,2.70148,0.657474,0.926729,1.50214,1,0,1,996,1,1
"997",-1024.38,-1.24462,1.84854,0.978407,0.362624,2.73079,0.579012,0.914576,1.46854,1,0,1,997,1,1
"998",-1026.83,-2.65969,1.84062,0.962944,0.355395,2.66825,0.586178,0.958034,1.51924,1,0,1,998,1,1
"999",-1022.24,-0.519704,1.81259,0.980265,0.344193,2.72371,0.617778,0.967937,1.48293,1,0,1,999,1,1
"1000",-1023.97,-3.12063,1.80585,0.951581,0.313139,2.76947,0.649303,0.98692,1.47259,1,0,1,1000,1,1
"1001",-1026.94,-6.90962,1.77321,0.990971,0.393867,2.7166,0.662561,1.05324,1.51096,1,0,1,1001,1,1
"1002",-1023.05,-3.06124,1.82453,1.02232,0.348105,2.69538,0.571214,0.999188,1.44396,1,0,1,1002,1,1
"1003",-1024.1,-2.51373,1.85691,1.02903,0.336499,2.75404,0.648269,0.964373,1.50148,1,0,1,1003,1,1
"1004",-1028.76,-3.36485,1.85128,0.965376,0.309414,2.66476,0.648043,1.01886,1.4845,1,0,1,1004,1,1
"1005",-1022.69,-1.2027,1.85001,1.0246,0.362567,2.72035,0.616088,0.957121,1.45657,1,0,1,1005,1,1
"1006",-1025.88,-1.61352,1.85394,0.966831,0.394557,2.74028,0.633755,0.927964,1.4959,1,0,1,1006,1,1
"1007",-1024.04,-1.57792,1.83314,1.0232,0.322247,2.72833,0.637969,0.913337,1.48043,1,0,1,1007,1,1
"1008",-1025.03,-3.7161,1.86394,1.0207,0.371056,2.72155,0.540075,0.919758,1.47477,1,0,1,1008,1,1
"1009",-1025.67,-2.59428,1.82708,0.967972,0.328103,2.7088,0.590469,0.878532,1.46246,1,0,1,1009,1,1
"1010",-1027.18,-1.69542,1.84726,0.961537,0.319952,2.63736,0.595701,0.944097,1.47588,1,0,1,1010,1,1
"1011",-1026.6,-3.57085,1.85666,0.967565,0.344684,2.74088,0.565182,0.876097,1.47812,1,0,1,1011,1,1
"1012",-1027.17,-3.13316,1.8117,0.982474,0.372771,2.62442,0.616235,1.03106,1.45554,1,0,1,1012,1,1
"1013",-1028.12,-4.34535,1.83521,1.0205,0.341802,2.685,0.651115,0.868868,1.51437,1,0,1,1013,1,1
"1014",-1025.41,-2.48608,1.81875,0.994687,0.379013,2.769,0.55297,0.93098,1.49467,1,0,1,1014,1,1
"1015",-1024.83,-3.12102,1.80119,1.02211,0.378368,2.67976,0.556082,0.914666,1.49109,1,0,1,1015,1,1
"1016",-1060.21,-5.44068,1.80097,1.00305,0.404434,2.88762,0.645006,0.897847,1.50622,1,0,1,1016,1,1
"1017",-1025.77,-3.58027,1.8929,1.01412,0.366096,2.74596,0.643002,0.98833,1.49769,1,0,1,1017,1,1
"1018",-1029.63,-4.68211,1.85572,1.02945,0.274613,2.78628,0.630775,0.989444,1.4735,1,0,1,1018,1,1
"1019",-1029.38,-7.76892,1.76896,0.94625,0.339064,2.82539,0.608326,0.85375,1.48781,1,0,1,1019,1,1
"1020",-1025.37,-3.64091,1.82502,0.995702,0.348852,2.58466,0.549166,0.991337,1.47473,1,0,1,1020,1,1
"1021",-1022.61,-1.95046,1.82758,1.03958,0.371648,2.7,0.597071,0.96038,1.49719,1,0,1,1021,1,1
"1022",-1022.87,-1.92672,1.84049,1.02122,0.345014,2.66696,0.584803,1.00052,1.47413,1,0,1,1022,1,1
"1023",-1022.39,-1.43558,1.8375,1.01307,0.340734,2.67207,0.572258,0.960986,1.46239,1,0,1,1023,1,1
"1024",-1058.01,-3.21266,1.82448,0.99953,0.35073,2.88873,0.615821,0.910224,1.46554,1,0,1,1024,1,1
"1025",-1021.83,-1.24059,1.83312,1.02846,0.395238,2.74038,0.609886,0.949663,1.46898,1,0,1,1025,1,1
"1026",-1028.37,-8.97996,1.85351,1.0424,0.406776,2.82172,0.727263,0.941355,1.52437,1,0,1,1026,1,1
"1027",-1026.23,-3.41604,1.84583,1.01764,0.466311,2.70602,0.649547,0.949477,1.45638,1,0,1,1027,1,1
"1028",-1023.96,-2.93442,1.86346,1.02173,0.329981,2.78248,0.597245,0.987758,1.45185,1,0,1,1028,1,1
"1029",-1025.23,-1.34945,1.85791,0.962209,0.367907,2.75018,0.592457,0.937311,1.47411,1,0,1,1029,1,1
"1030",-1028.93,-2.66915,1.84893,0.979811,0.329117,2.65233,0.614416,0.876283,1.45878,1,0,1,1030,1,1
"1031",-1024.62,-1.41319,1.84294,0.995389,0.424242,2.71302,0.64503,0.967947,1.48185,1,0,1,1031,1,1
"1032",-1032.31,-8.29964,1.83911,1.00663,0.236559,2.77212,0.592645,0.88822,1.5025,1,0,1,1032,1,1
"1033",-1025.4,-3.44404,1.83276,1.01032,0.368637,2.77367,0.553744,0.884657,1.47501,1,0,1,1033,1,1
"1034",-1030.11,-4.09184,1.87541,0.968788,0.409425,2.77193,0.646649,0.904786,1.44312,1,0,1,1034,1,1
"1035",-1026.04,-3.27242,1.89356,0.971808,0.359096,2.78654,0.625604,0.959129,1.4971,1,0,1,1035,1,1
"1036",-1026.62,-2.60428,1.82216,1.01932,0.350649,2.79042,0.580549,0.891934,1.48065,1,0,1,1036,1,1
"1037",-1033.24,-6.36007,1.83677,0.98134,0.416241,2.64321,0.516494,0.948334,1.51113,1,0,1,1037,1,1
"1038",-1025.94,-6.77949,1.80732,1.04344,0.277065,2.55316,0.590073,0.911095,1.48199,1,0,1,1038,1,1
"1039",-1024.13,-4.49295,1.78853,1.03325,0.343342,2.5606,0.61712,0.970668,1.45187,1,0,1,1039,1,1
"1040",-1029.44,-7.59902,1.8573,1.04946,0.44561,2.63716,0.676808,0.895834,1.5166,1,0,1,1040,1,1
"1041",-1026.89,-5.58457,1.84923,1.0436,0.432552,2.79543,0.578577,0.96736,1.43566,1,0,1,1041,1,1
"1042",-1026.1,-3.31482,1.85894,1.01697,0.311821,2.6044,0.586298,0.902622,1.47287,1,0,1,1042,1,1
"1043",-1027.72,-4.12172,1.79739,1.00694,0.455419,2.61265,0.601567,0.971549,1.50183,1,0,1,1043,1,1
"1044",-1028.19,-3.50843,1.80201,0.956066,0.356552,2.63192,0.593751,0.937473,1.51925,1,0,1,1044,1,1
"1045",-1029.65,-3.13233,1.80499,0.973606,0.365779,2.59127,0.648242,0.916927,1.5071,1,0,1,1045,1,1
"1046",-1033.09,-3.24359,1.88475,0.996586,0.350796,2.63822,0.658681,0.95893,1.44744,1,0,1,1046,1,1
"1047",-1028.65,-6.09379,1.80788,0.975001,0.298635,2.8002,0.596039,0.847467,1.49159,1,0,1,1047,1,1
"1048",-1022.67,-2.69557,1.81666,1.04443,0.387483,2.65637,0.585185,0.973873,1.48345,1,0,1,1048,1,1
"1049",-1027.33,-4.77566,1.82009,0.99108,0.327595,2.79778,0.522103,0.954457,1.48095,1,0,1,1049,1,1
"1050",-1024.97,-2.30218,1.80407,1.01253,0.305767,2.70983,0.653658,0.957416,1.49425,1,0,1,1050,1,1
"1051",-1025.37,-2.85306,1.83955,0.988243,0.280978,2.76439,0.653592,0.937558,1.4803,1,0,1,1051,1,1
"1052",-1023.63,-0.931491,1.82863,1.00244,0.316349,2.67464,0.621176,0.927751,1.46448,1,0,1,1052,1,1
"1053",-1031.24,-4.17892,1.86803,1.00604,0.361837,2.55904,0.620677,0.893457,1.50084,1,0,1,1053,1,1
"1054",-1024.54,-3.16009,1.84526,0.978261,0.322957,2.82339,0.653247,0.92531,1.44476,1,0,1,1054,1,1
"1055",-1032.63,-7.1015,1.8062,1.0056,0.386028,2.61479,0.666185,0.917568,1.40377,1,0,1,1055,1,1
"1056",-1022.42,-1.19796,1.81181,0.99809,0.358282,2.77616,0.582632,0.931578,1.46721,1,0,1,1056,1,1
"1057",-1027.62,-4.40697,1.76957,0.994359,0.442583,2.61137,0.602729,0.932909,1.48445,1,0,1,1057,1,1
"1058",-1029.94,-3.12043,1.87058,1.01242,0.399056,2.58041,0.593814,0.933114,1.46445,1,0,1,1058,1,1
"1059",-1034.1,-3.10312,1.86361,0.961069,0.379727,2.62607,0.647717,0.998455,1.45787,1,0,1,1059,1,1
"1060",-1023.68,-1.58331,1.80723,0.994617,0.390822,2.71118,0.661465,0.947546,1.45449,1,0,1,1060,1,1
"1061",-1024.15,-1.38322,1.84152,0.980846,0.355687,2.70113,0.600444,0.992098,1.50149,1,0,1,1061,1,1
"1062",-1033.86,-4.01784,1.85201,0.970642,0.336883,2.63338,0.63777,0.905572,1.42592,1,0,1,1062,1,1
"1063",-1026.93,-4.01064,1.85649,1.03115,0.37693,2.71855,0.654084,0.873866,1.45396,1,0,1,1063,1,1
"1064",-1033.88,-8.59938,1.86639,1.02147,0.303144,2.50046,0.647767,0.929369,1.5282,1,0,1,1064,1,1
"1065",-1027.94,-5.13815,1.88062,1.01532,0.32067,2.79324,0.643885,0.871185,1.45801,1,0,1,1065,1,1
"1066",-1027.49,-2.622,1.78896,0.961975,0.402586,2.63889,0.624231,0.946871,1.49548,1,0,1,1066,1,1
"1067",-1023.53,-2.77113,1.78376,1.01691,0.4085,2.66224,0.622575,0.965931,1.49719,1,0,1,1067,1,1
"1068",-1023.03,-2.35205,1.86584,1.02302,0.360485,2.81135,0.619453,0.969822,1.46612,1,0,1,1068,1,1
"1069",-1025.41,-2.88159,1.84101,0.957707,0.342794,2.73182,0.570065,1.01033,1.48142,1,0,1,1069,1,1
"1070",-1027.78,-2.6234,1.86679,0.97461,0.288591,2.66388,0.625369,0.949277,1.47694,1,0,1,1070,1,1
"1071",-1025.8,-5.98358,1.81664,0.968864,0.404132,2.81987,0.695391,0.993217,1.43422,1,0,1,1071,1,1
"1072",-1026.94,-2.23092,1.87544,1.00509,0.357517,2.68011,0.640893,0.909749,1.49661,1,0,1,1072,1,1
"1073",-1025.48,-1.69079,1.83858,0.965753,0.336811,2.69851,0.630989,1.00455,1.48622,1,0,1,1073,1,1
"1074",-1030.12,-1.90413,1.86302,0.953602,0.394119,2.6698,0.608322,0.957628,1.48209,1,0,1,1074,1,1
"1075",-1027.11,-3.14357,1.84416,0.997067,0.394293,2.65932,0.540563,0.966143,1.46179,1,0,1,1075,1,1
"1076",-1059.32,-4.05763,1.80438,1.00312,0.301209,2.79648,0.570385,1.00809,1.46969,1,0,1,1076,1,1
"1077",-1026.56,-8.64292,1.83522,0.938443,0.287705,2.92508,0.607937,0.889171,1.45466,1,0,1,1077,1,1
"1078",-1024.38,-2.64229,1.84202,0.980053,0.33068,2.81132,0.675765,0.947186,1.45913,1,0,1,1078,1,1
"1079",-1062.73,-5.46658,1.80153,1.04499,0.306776,2.7512,0.599282,0.875947,1.50142,1,0,1,1079,1,1
"1080",-1039.07,-5.81344,1.84276,0.980677,0.35236,2.59181,0.728379,0.896153,1.4718,1,0,1,1080,1,1
"1081",-1025.63,-0.948034,1.84479,0.981131,0.374354,2.70963,0.624469,0.906683,1.46159,1,0,1,1081,1,1
"1082",-1039.99,-4.90925,1.87755,0.953173,0.412736,2.58701,0.615274,0.895617,1.46099,1,0,1,1082,1,1
"1083",-1025.83,-3.73066,1.79698,1.00337,0.357379,2.73979,0.570328,0.867814,1.47802,1,0,1,1083,1,1
"1084",-1026.53,-3.35238,1.80824,0.979074,0.305729,2.70325,0.623634,0.90041,1.51596,1,0,1,1084,1,1
"1085",-1027.87,-3.40534,1.84867,0.995694,0.327968,2.63088,0.644823,1.03141,1.49263,1,0,1,1085,1,1
"1086",-1022.6,-0.884493,1.81635,0.969096,0.337836,2.73334,0.598039,0.947082,1.4629,1,0,1,1086,1,1
"1087",-1024.13,-4.04769,1.79885,0.985544,0.298701,2.63851,0.590406,1.00054,1.44373,1,0,1,1087,1,1
"1088",-1029.36,-5.76909,1.85278,0.916926,0.327335,2.75471,0.589219,1.01059,1.47689,1,0,1,1088,1,1
"1089",-1023.33,-2.02617,1.79442,1.01937,0.354553,2.64672,0.610434,0.93572,1.50012,1,0,1,1089,1,1
"1090",-1025.25,-5.29535,1.80858,0.988833,0.380854,2.80756,0.574655,0.910487,1.41827,1,0,1,1090,1,1
"1091",-1026.86,-2.24049,1.81966,0.966888,0.376105,2.66502,0.583887,0.925177,1.51082,1,0,1,1091,1,1
"1092",-1032.28,-5.21073,1.83238,0.989178,0.44455,2.68743,0.541885,0.88089,1.48181,1,0,1,1092,1,1
"1093",-1023.58,-1.55323,1.82678,0.975283,0.342652,2.74067,0.635725,0.972211,1.50796,1,0,1,1093,1,1
"1094",-1026.11,-3.01644,1.78576,0.991766,0.385347,2.82629,0.595661,0.917484,1.46232,1,0,1,1094,1,1
"1095",-1035.23,-7.50388,1.81228,0.991422,0.494735,2.56848,0.661092,0.912982,1.5158,1,0,1,1095,1,1
"1096",-1028.43,-3.1819,1.84445,0.955265,0.345638,2.61811,0.559685,0.958629,1.49397,1,0,1,1096,1,1
"1097",-1024.04,-2.37594,1.87263,0.988412,0.302217,2.77551,0.6138,0.95973,1.47439,1,0,1,1097,1,1
"1098",-1023.01,-2.65194,1.81665,0.971391,0.369992,2.80382,0.665721,0.972421,1.50036,1,0,1,1098,1,1
"1099",-1027.43,-3.7752,1.77855,0.995037,0.422996,2.66216,0.576365,0.918468,1.49711,1,0,1,1099,1,1
"1100",-1029.13,-7.49204,1.77235,1.02286,0.449712,2.62858,0.712846,0.929618,1.47027,1,0,1,1100,1,1
"1101",-1024.49,-3.98934,1.84267,1.06648,0.338017,2.67538,0.620405,0.987491,1.46433,1,0,1,1101,1,1
"1102",-1026.08,-0.780817,1.86294,0.975576,0.350964,2.69332,0.621275,0.937981,1.47988,1,0,1,1102,1,1
"1103",-1059.28,-4.47827,1.7876,1.02723,0.388756,2.76748,0.573939,0.927457,1.43607,1,0,1,1103,1,1
"1104",-1023.57,-3.07901,1.76866,0.978618,0.339863,2.66517,0.597548,0.927599,1.45527,1,0,1,1104,1,1
"1105",-1031.39,-4.87868,1.80714,1.00348,0.461045,2.65451,0.555895,0.924109,1.50343,1,0,1,1105,1,1
"1106",-1023.18,-0.976172,1.82299,0.993083,0.353917,2.74333,0.644833,0.922232,1.49561,1,0,1,1106,1,1
"1107",-1026.8,-6.60476,1.81034,1.03387,0.378418,2.60237,0.569482,0.859231,1.44348,1,0,1,1107,1,1
"1108",-1025.84,-1.71165,1.8324,0.996354,0.340433,2.69362,0.666625,0.972267,1.44982,1,0,1,1108,1,1
"1109",-1022.12,-1.73261,1.81997,0.999158,0.37278,2.81836,0.65112,0.925799,1.4694,1,0,1,1109,1,1
"1110",-1028.73,-3.87289,1.85511,0.97048,0.367587,2.71143,0.691779,0.972549,1.51498,1,0,1,1110,1,1
"1111",-1024.89,-2.43168,1.79098,0.977251,0.335465,2.64314,0.598955,0.947626,1.50732,1,0,1,1111,1,1
"1112",-1024.71,-4.06106,1.85317,1.0303,0.349056,2.74611,0.542041,0.906676,1.47255,1,0,1,1112,1,1
"1113",-1032.17,-2.92433,1.82001,0.951312,0.400615,2.60289,0.65541,0.960638,1.48321,1,0,1,1113,1,1
"1114",-1035.94,-5.39095,1.82597,0.980072,0.468295,2.584,0.653957,0.884168,1.47285,1,0,1,1114,1,1
"1115",-1023.42,-1.69301,1.84229,1.00695,0.354151,2.70099,0.592866,0.94742,1.51417,1,0,1,1115,1,1
"1116",-1029.37,-3.52481,1.87534,0.967796,0.369003,2.73092,0.666509,0.903715,1.50306,1,0,1,1116,1,1
"1117",-1025.49,-4.26476,1.78944,0.952179,0.27852,2.69399,0.623193,0.957812,1.48907,1,0,1,1117,1,1
"1118",-1024.37,-3.2518,1.85481,1.00102,0.444235,2.79369,0.636645,0.987889,1.46087,1,0,1,1118,1,1
"1119",-1036.59,-6.86137,1.81761,1.01634,0.507992,2.74813,0.544982,0.977841,1.48258,1,0,1,1119,1,1
"1120",-1024.61,-1.6415,1.80494,0.963055,0.341784,2.71236,0.629623,0.932718,1.50128,1,0,1,1120,1,1
"1121",-1027.19,-5.23752,1.82153,1.0028,0.421383,2.90321,0.621845,0.98939,1.44628,1,0,1,1121,1,1
"1122",-1025.66,-4.01448,1.86446,1.01832,0.308667,2.79759,0.616759,0.995655,1.44446,1,0,1,1122,1,1
"1123",-1031.58,-2.52563,1.85426,0.982792,0.39262,2.62518,0.622087,0.900196,1.44795,1,0,1,1123,1,1
"1124",-1022.39,-0.595339,1.83004,0.975199,0.339,2.76012,0.626416,0.95713,1.47297,1,0,1,1124,1,1
"1125",-1022.12,-2.90283,1.81964,1.01146,0.296011,2.66936,0.565967,0.969539,1.46393,1,0,1,1125,1,1
"1126",-1024.28,-0.663857,1.8215,0.992129,0.348028,2.63705,0.615818,0.957592,1.46177,1,0,1,1126,1,1
"1127",-1024.32,-2.37975,1.81128,0.968001,0.293352,2.73299,0.648397,0.960986,1.47302,1,0,1,1127,1,1
"1128",-1026.14,-3.45838,1.87466,0.985199,0.368018,2.75622,0.548507,0.913478,1.47755,1,0,1,1128,1,1
"1129",-1024.18,-3.1352,1.8618,0.99128,0.37233,2.80711,0.65,1.01751,1.47618,1,0,1,1129,1,1
"1130",-1026.9,-3.08338,1.861,0.968351,0.313491,2.64664,0.592463,0.981614,1.50642,1,0,1,1130,1,1
"1131",-1025.13,-3.60709,1.85077,0.982516,0.387693,2.81632,0.669353,0.885376,1.48086,1,0,1,1131,1,1
"1132",-1027.1,-4.82794,1.7914,0.992516,0.284936,2.59644,0.607832,0.888252,1.48152,1,0,1,1132,1,1
"1133",-1025.1,-1.26094,1.81356,0.983262,0.384485,2.69189,0.649572,0.91105,1.48751,1,0,1,1133,1,1
"1134",-1023.51,-2.19834,1.78952,0.977148,0.355122,2.76659,0.653895,0.913091,1.4765,1,0,1,1134,1,1
"1135",-1027.24,-3.35575,1.80324,1.04557,0.325215,2.69673,0.618233,0.965271,1.50715,1,0,1,1135,1,1
"1136",-1027.33,-2.29082,1.83972,0.994059,0.423678,2.68161,0.5989,0.888644,1.46565,1,0,1,1136,1,1
"1137",-1028.11,-6.61159,1.87153,0.997052,0.320394,2.91439,0.654659,0.943333,1.51692,1,0,1,1137,1,1
"1138",-1026.9,-1.34877,1.82304,0.96034,0.399398,2.69117,0.61115,0.930213,1.45905,1,0,1,1138,1,1
"1139",-1037.27,-7.62545,1.84799,1.01313,0.386465,2.57201,0.674282,1.02952,1.42239,1,0,1,1139,1,1
"1140",-1025.23,-1.02226,1.84202,0.977945,0.35997,2.70167,0.599908,0.920746,1.45148,1,0,1,1140,1,1
"1141",-1022.83,-2.03609,1.84708,1.03464,0.371783,2.72851,0.614056,0.944877,1.50501,1,0,1,1141,1,1
"1142",-1024.94,-4.11893,1.84044,0.982446,0.416273,2.89247,0.594139,0.981514,1.48601,1,0,1,1142,1,1
"1143",-1039.3,-12.0082,1.79785,1.02291,0.614588,2.58146,0.618938,0.952577,1.48769,1,0,1,1143,1,1
"1144",-1030.11,-5.15765,1.83325,1.00351,0.389011,2.61019,0.58403,0.843154,1.47618,1,0,1,1144,1,1
"1145",-1025.79,-3.60847,1.87406,0.983536,0.352961,2.81046,0.632766,0.877729,1.473,1,0,1,1145,1,1
"1146",-1031.25,-5.12043,1.85495,0.968952,0.433223,2.77917,0.553703,1.01693,1.47191,1,0,1,1146,1,1
"1147",-1024.78,-2.39912,1.84783,0.99076,0.36542,2.70631,0.588127,0.976417,1.52027,1,0,1,1147,1,1
"1148",-1034.33,-5.09841,1.85501,0.908001,0.34055,2.68579,0.626706,0.93302,1.47543,1,0,1,1148,1,1
"1149",-1027.39,-4.4772,1.86716,0.969564,0.308646,2.80719,0.68174,0.914007,1.49003,1,0,1,1149,1,1
"1150",-1022.92,-1.9252,1.85421,1.01179,0.346945,2.76621,0.616662,0.988485,1.50101,1,0,1,1150,1,1
"1151",-1027.9,-5.7684,1.81968,1.08142,0.368544,2.66064,0.572544,0.965749,1.49274,1,0,1,1151,1,1
"1152",-1024.91,-1.95713,1.81719,0.960715,0.345266,2.72797,0.651365,0.9557,1.50521,1,0,1,1152,1,1
"1153",-1027.57,-3.8006,1.8358,1.0268,0.339942,2.7828,0.562394,0.88353,1.47358,1,0,1,1153,1,1
"1154",-1024.03,-2.17638,1.8484,0.970849,0.33488,2.78427,0.620375,0.988372,1.45004,1,0,1,1154,1,1
"1155",-1026.87,-1.74207,1.87724,0.993584,0.337765,2.69123,0.645306,0.937618,1.48928,1,0,1,1155,1,1
"1156",-1023.71,-0.582235,1.83471,0.9978,0.366123,2.66803,0.609326,0.935923,1.49633,1,0,1,1156,1,1
"1157",-1027.77,-1.82128,1.82641,0.98199,0.383863,2.62309,0.596997,0.904846,1.45598,1,0,1,1157,1,1
"1158",-1026.94,-1.73849,1.82642,0.97282,0.352233,2.64971,0.633294,1.00253,1.45769,1,0,1,1158,1,1
"1159",-1027.72,-3.53513,1.80948,0.932915,0.385182,2.74391,0.580377,0.925934,1.49067,1,0,1,1159,1,1
"1160",-1025.94,-1.93505,1.81832,0.996717,0.309734,2.62982,0.638674,0.91765,1.49008,1,0,1,1160,1,1
"1161",-1025.04,-2.21699,1.83135,1.01033,0.34447,2.81558,0.572552,0.935464,1.46071,1,0,1,1161,1,1
"1162",-1062.13,-4.7028,1.83219,1.03992,0.320697,2.78687,0.617165,0.866311,1.4905,1,0,1,1162,1,1
"1163",-1025.83,-3.55594,1.8593,1.04611,0.354962,2.65725,0.638349,0.897563,1.49362,1,0,1,1163,1,1
"1164",-1025.3,-3.20077,1.85471,0.994476,0.312915,2.6707,0.566062,0.896894,1.45563,1,0,1,1164,1,1
"1165",-1028.89,-4.30071,1.85671,1.04029,0.330359,2.81128,0.666376,0.920794,1.49768,1,0,1,1165,1,1
"1166",-1057.5,-3.76041,1.79155,1.03663,0.386784,2.81633,0.658906,0.951231,1.4796,1,0,1,1166,1,1
"1167",-1037.28,-5.20073,1.87721,0.944454,0.359957,2.62651,0.635463,0.873355,1.49216,1,0,1,1167,1,1
"1168",-1023.54,-1.5887,1.85647,1.00892,0.364413,2.7033,0.565745,0.93334,1.47341,1,0,1,1168,1,1
"1169",-1024.03,-1.20575,1.82055,0.999849,0.363531,2.62714,0.586809,0.942106,1.45829,1,0,1,1169,1,1
"1170",-1028.59,-4.80835,1.83987,0.960059,0.402443,2.74604,0.594844,0.963549,1.53889,1,0,1,1170,1,1
"1171",-1028.49,-6.90263,1.88886,0.997642,0.409588,2.81098,0.584275,0.93212,1.5377,1,0,1,1171,1,1
"1172",-1024.97,-0.896347,1.84046,1.00765,0.370103,2.65337,0.622356,0.928049,1.45661,1,0,1,1172,1,1
"1173",-1031.8,-3.50225,1.82346,0.944212,0.436022,2.65418,0.602008,0.9405,1.50102,1,0,1,1173,1,1
"1174",-1024.29,-5.40641,1.86499,1.0191,0.409277,2.80756,0.661632,0.985727,1.52269,1,0,1,1174,1,1
"1175",-1032.66,-4.71317,1.91034,0.994684,0.352628,2.68566,0.640679,0.885958,1.4757,1,0,1,1175,1,1
"1176",-1023.46,-1.45808,1.8105,1.00548,0.393275,2.69145,0.619867,0.939696,1.50672,1,0,1,1176,1,1
"1177",-1035.87,-3.70762,1.84861,0.960875,0.406925,2.58733,0.676102,0.970317,1.47669,1,0,1,1177,1,1
"1178",-1032.81,-7.80994,1.78473,1.01234,0.372375,2.7157,0.497303,0.923709,1.47422,1,0,1,1178,1,1
"1179",-1059.09,-4.12059,1.81268,1.02567,0.292284,2.74796,0.577847,0.92849,1.44185,1,0,1,1179,1,1
"1180",-1022.48,-1.04675,1.8324,0.991314,0.391663,2.77361,0.630679,0.926727,1.49178,1,0,1,1180,1,1
"1181",-1022.47,-1.92012,1.80111,1.02187,0.313716,2.68265,0.595778,0.947829,1.46534,1,0,1,1181,1,1
"1182",-1028.23,-4.0601,1.82061,1.02147,0.300604,2.61914,0.674225,0.973891,1.45116,1,0,1,1182,1,1
"1183",-1028.81,-5.13879,1.79784,0.947853,0.401102,2.75991,0.543881,0.9883,1.4631,1,0,1,1183,1,1
"1184",-1034.58,-6.86212,1.82592,0.980935,0.430857,2.74446,0.503478,0.940788,1.46558,1,0,1,1184,1,1
"1185",-1030.71,-3.29019,1.83002,0.958227,0.335028,2.59354,0.637239,1.01342,1.47358,1,0,1,1185,1,1
"1186",-1021.8,-0.558434,1.82277,1.00715,0.364384,2.74013,0.633716,0.947579,1.46162,1,0,1,1186,1,1
"1187",-1025.46,-2.69635,1.81471,0.986047,0.368562,2.70792,0.596382,0.865637,1.46297,1,0,1,1187,1,1
"1188",-1023.57,-1.42924,1.8561,1.00568,0.325079,2.68354,0.585292,0.940126,1.45999,1,0,1,1188,1,1
"1189",-1024.72,-1.64682,1.83023,1.01156,0.325438,2.6671,0.643863,0.970172,1.45052,1,0,1,1189,1,1
"1190",-1042.84,-3.68146,1.79585,1.04554,0.381142,2.76521,0.669636,0.959684,1.47274,1,0,1,1190,1,1
"1191",-1027.11,-3.53312,1.84051,0.966119,0.332888,2.65409,0.598496,1.02074,1.51053,1,0,1,1191,1,1
"1192",-1035.73,-6.71141,1.88511,0.991765,0.377915,2.6447,0.580823,0.889775,1.41589,1,0,1,1192,1,1
"1193",-1025.43,-1.02502,1.84727,0.992631,0.395904,2.70081,0.658299,0.945167,1.47829,1,0,1,1193,1,1
"1194",-1031.16,-7.63799,1.84964,0.970532,0.438056,2.70528,0.66683,0.96016,1.55359,1,0,1,1194,1,1
"1195",-1024.96,-0.79592,1.84251,0.982859,0.400284,2.70701,0.590206,0.957565,1.47104,1,0,1,1195,1,1
"1196",-1025.96,-2.41244,1.85162,0.998897,0.354273,2.63575,0.576525,0.898948,1.49674,1,0,1,1196,1,1
"1197",-1026.46,-3.76781,1.81341,0.94909,0.278596,2.66313,0.618853,0.957684,1.48879,1,0,1,1197,1,1
"1198",-1024.91,-5.36098,1.83205,0.998268,0.306312,2.56055,0.536945,0.935762,1.48572,1,0,1,1198,1,1
"1199",-1022.73,-1.96484,1.79208,1.00401,0.362825,2.68219,0.612692,1.00308,1.48763,1,0,1,1199,1,1
"1200",-1025.02,-3.69268,1.83833,0.996447,0.35568,2.80761,0.581141,0.864409,1.46957,1,0,1,1200,1,1
"1201",-1062.44,-5.57013,1.8398,1.00701,0.35049,2.91084,0.552987,0.926734,1.49729,1,0,1,1201,1,1
"1202",-1033.26,-5.25803,1.8286,0.997917,0.42005,2.49762,0.637793,0.983149,1.4878,1,0,1,1202,1,1
"1203",-1022.95,-1.13855,1.83138,0.999779,0.351848,2.74111,0.60236,0.924932,1.50501,1,0,1,1203,1,1
"1204",-1023.85,-3.6923,1.81513,1.0361,0.446388,2.73126,0.612064,0.901496,1.46239,1,0,1,1204,1,1
"1205",-1030.07,-3.94585,1.87384,0.991247,0.389317,2.5988,0.556958,0.931644,1.49613,1,0,1,1205,1,1
"1206",-1036.54,-12.4705,1.78271,0.918799,0.310306,2.64382,0.571245,0.929416,1.56001,1,0,1,1206,1,1
"1207",-1027.83,-5.88831,1.84005,0.974134,0.356735,2.79725,0.575338,1.05022,1.51675,1,0,1,1207,1,1
"1208",-1027.8,-6.25719,1.78761,0.957853,0.379548,2.73503,0.685729,0.999496,1.52533,1,0,1,1208,1,1
"1209",-1022.77,-1.9456,1.84998,1.03676,0.367801,2.67782,0.601267,0.983471,1.48221,1,0,1,1209,1,1
"1210",-1027.38,-2.82322,1.81829,0.973129,0.432268,2.69176,0.678943,0.966081,1.485,1,0,1,1210,1,1
