"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw"
"1022",-5195.61,-2.15233,1.34117,0.858303,0.979723,5.57702,0.856865,1.4368,1,0,0,1,1022,1022
"1023",-5193.74,-2.40038,1.32269,0.836827,0.988986,5.38788,0.848198,1.42712,1,0,0,1,1023,1023
"1024",-5203.12,-3.85683,1.3353,0.809846,0.973062,5.32284,0.860473,1.44323,1,0,0,1,1024,1024
"1025",-5191.63,-1.81948,1.32218,0.841925,1.05459,5.37073,0.849323,1.447,1,0,0,1,1025,1025
"1026",-5187.38,-1.58511,1.31587,0.85874,0.998147,5.42215,0.854769,1.45439,1,0,0,1,1026,1026
"1027",-5205.05,-4.39135,1.33924,0.804224,1.03221,5.42214,0.860239,1.43767,1,0,0,1,1027,1027
"1028",-5193.78,-2.32091,1.33724,0.887095,1.00621,5.34897,0.849372,1.44883,1,0,0,1,1028,1028
"1029",-5196.48,-2.83458,1.34272,0.842478,1.07479,5.52633,0.855842,1.44741,1,0,0,1,1029,1029
"1030",-5193.55,-1.09166,1.33154,0.855504,1.02376,5.52,0.856614,1.43285,1,0,0,1,1030,1030
"1031",-5194.18,-3.15474,1.34529,0.854965,1.03403,5.65298,0.857804,1.45052,1,0,0,1,1031,1031
"1032",-5195.64,-1.03917,1.3395,0.833587,1.01174,5.4384,0.859761,1.44998,1,0,0,1,1032,1032
"1033",-5189.05,-2.87463,1.31257,0.862771,1.04131,5.46988,0.861429,1.44115,1,0,0,1,1033,1033
"1034",-5197.82,-1.89991,1.33345,0.865987,0.986098,5.27606,0.855635,1.42534,1,0,0,1,1034,1034
"1035",-5192.21,-3.32904,1.32423,0.839223,1.08107,5.51968,0.859701,1.44631,1,0,0,1,1035,1035
"1036",-5196.98,-2.42441,1.34053,0.859038,1.01193,5.58409,0.861265,1.43075,1,0,0,1,1036,1036
"1037",-5195.14,-1.9333,1.33784,0.862755,1.01018,5.56064,0.861535,1.43432,1,0,0,1,1037,1037
"1038",-5191.25,-4.65047,1.31929,0.864163,0.970348,5.48585,0.841064,1.45628,1,0,0,1,1038,1038
"1039",-5192.26,-2.29658,1.33163,0.885661,0.978483,5.44504,0.854373,1.44381,1,0,0,1,1039,1039
"1040",-5203.5,-3.09604,1.34434,0.838783,1.07959,5.39139,0.861061,1.43913,1,0,0,1,1040,1040
"1041",-5206.05,-4.56912,1.33385,0.829354,1.09739,5.3062,0.857428,1.42985,1,0,0,1,1041,1041
"1042",-5190.35,-3.27998,1.32998,0.855116,0.949376,5.43532,0.846987,1.46,1,0,0,1,1042,1042
"1043",-5187.63,-3.36818,1.31573,0.845631,1.0332,5.53971,0.855195,1.46684,1,0,0,1,1043,1043
"1044",-5204.41,-5.27583,1.33855,0.81815,0.952286,5.2257,0.849895,1.42904,1,0,0,1,1044,1044
"1045",-5196.35,-2.71242,1.35006,0.864221,0.97839,5.26233,0.851534,1.45577,1,0,0,1,1045,1045
"1046",-5192.7,-2.52566,1.32325,0.846433,0.951583,5.30018,0.860253,1.44488,1,0,0,1,1046,1046
"1047",-5196.59,-2.46216,1.32236,0.831068,1.02601,5.37431,0.866264,1.44077,1,0,0,1,1047,1047
"1048",-5191.62,-1.46075,1.32696,0.877109,1.00034,5.37227,0.850719,1.43907,1,0,0,1,1048,1048
"1049",-5198.59,-3.31977,1.33908,0.856039,1.06558,5.55097,0.849058,1.42988,1,0,0,1,1049,1049
"1050",-5195.7,-4.95287,1.34894,0.86664,0.932226,5.38923,0.857795,1.46071,1,0,0,1,1050,1050
"1051",-5191.77,-1.416,1.33325,0.84558,0.968157,5.36616,0.857806,1.45847,1,0,0,1,1051,1051
"1052",-5197,-2.37691,1.35031,0.847459,1.04303,5.47781,0.858818,1.45709,1,0,0,1,1052,1052
"1053",-5199.29,-2.69096,1.34976,0.847098,1.02393,5.53543,0.848027,1.43739,1,0,0,1,1053,1053
"1054",-5193.19,-0.149013,1.33652,0.855702,1.02279,5.40217,0.855735,1.44674,1,0,0,1,1054,1054
"1055",-5198.35,-4.31942,1.33229,0.842146,1.05948,5.49613,0.842439,1.42589,1,0,0,1,1055,1055
"1056",-5196.71,-5.81071,1.31703,0.840175,1.10509,5.27452,0.847301,1.44398,1,0,0,1,1056,1056
"1057",-5189.67,-5.97407,1.3081,0.817436,1.03266,5.53561,0.847496,1.44695,1,0,0,1,1057,1057
"1058",-5198.88,-5.47906,1.3189,0.837762,1.04195,5.34155,0.84396,1.41375,1,0,0,1,1058,1058
"1059",-5189.85,-3.19169,1.32538,0.880143,1.04983,5.51151,0.861149,1.45673,1,0,0,1,1059,1059
"1060",-5191,-0.514484,1.33341,0.863023,0.994352,5.36042,0.857011,1.45352,1,0,0,1,1060,1060
"1061",-5200.49,-2.50482,1.33294,0.829096,0.983217,5.36862,0.866129,1.43724,1,0,0,1,1061,1061
"1062",-5196.42,-2.77816,1.35172,0.841729,0.980622,5.4424,0.85568,1.46214,1,0,0,1,1062,1062
"1063",-5188.34,-2.76533,1.31373,0.836303,1.01959,5.48817,0.848801,1.44894,1,0,0,1,1063,1063
"1064",-5202.62,-2.13799,1.34873,0.856401,1.03944,5.22132,0.857388,1.44649,1,0,0,1,1064,1064
"1065",-5194.09,-6.6889,1.32138,0.885245,0.963757,5.41185,0.838698,1.45809,1,0,0,1,1065,1065
"1066",-5193.85,-2.18126,1.34077,0.857506,0.978612,5.38593,0.864329,1.4608,1,0,0,1,1066,1066
"1067",-5189.91,-0.573613,1.33104,0.858852,0.995816,5.40103,0.851413,1.45379,1,0,0,1,1067,1067
"1068",-5197.14,-1.83053,1.34518,0.873012,1.01908,5.33117,0.848639,1.44382,1,0,0,1,1068,1068
"1069",-5195.25,-1.78456,1.34549,0.838754,1.01377,5.50373,0.85949,1.45567,1,0,0,1,1069,1069
"1070",-5196.33,-1.13204,1.33576,0.85158,0.979364,5.24655,0.856575,1.43965,1,0,0,1,1070,1070
"1071",-5191.43,-4.13163,1.3297,0.840386,0.969975,5.47118,0.860865,1.47756,1,0,0,1,1071,1071
"1072",-5196.41,-1.941,1.34093,0.869902,0.995374,5.19321,0.856303,1.44788,1,0,0,1,1072,1072
"1073",-5190.43,-2.18712,1.32977,0.863061,0.971021,5.56042,0.858562,1.45234,1,0,0,1,1073,1073
"1074",-5193.73,-4.05547,1.3315,0.883922,1.04018,5.22168,0.861425,1.46635,1,0,0,1,1074,1074
"1075",-5190.14,-0.743884,1.33035,0.849493,1.00016,5.35543,0.850023,1.45647,1,0,0,1,1075,1075
"1076",-5194.22,-2.74553,1.3399,0.8398,0.997612,5.65288,0.853966,1.44324,1,0,0,1,1076,1076
"1077",-5191.26,-4.4888,1.31549,0.817662,1.0327,5.57174,0.858924,1.44395,1,0,0,1,1077,1077
"1078",-5191.76,-2.42429,1.31805,0.830678,1.02957,5.49416,0.855565,1.43438,1,0,0,1,1078,1078
"1079",-5192.72,-5.30299,1.31002,0.814806,0.973768,5.4208,0.851317,1.43792,1,0,0,1,1079,1079
"1080",-5205.97,-3.48772,1.35136,0.830079,1.0022,5.49948,0.858934,1.42695,1,0,0,1,1080,1080
"1081",-5191.68,-1.2252,1.33726,0.8416,1.00279,5.47696,0.849555,1.45586,1,0,0,1,1081,1081
"1082",-5189.01,-6.08927,1.31559,0.839261,1.0037,5.73845,0.862718,1.45681,1,0,0,1,1082,1082
"1083",-5202.59,-3.55576,1.33418,0.857766,0.971103,5.19193,0.85834,1.42027,1,0,0,1,1083,1083
"1084",-5199.43,-5.64931,1.34974,0.865696,0.986752,5.71507,0.847686,1.45019,1,0,0,1,1084,1084
"1085",-5208.36,-8.10701,1.33889,0.836153,1.11892,5.43332,0.871652,1.43605,1,0,0,1,1085,1085
"1086",-5192.88,-1.68646,1.33714,0.856755,0.971075,5.3398,0.84695,1.44501,1,0,0,1,1086,1086
"1087",-5196.84,-1.44607,1.34881,0.850584,1.00443,5.41517,0.860201,1.45374,1,0,0,1,1087,1087
"1088",-5191.19,-5.91512,1.30844,0.890702,1.05512,5.28059,0.860101,1.44935,1,0,0,1,1088,1088
"1089",-5195.51,-5.53502,1.33194,0.888399,1.09647,5.41178,0.854305,1.46148,1,0,0,1,1089,1089
"1090",-5196.06,-2.63993,1.32928,0.848947,1.0245,5.15807,0.846353,1.4407,1,0,0,1,1090,1090
"1091",-5198.29,-2.34626,1.34463,0.856155,0.981217,5.2317,0.848113,1.4385,1,0,0,1,1091,1091
"1092",-5197.75,-0.794772,1.34431,0.848543,1.00447,5.39171,0.860305,1.44323,1,0,0,1,1092,1092
"1093",-5208.54,-8.37609,1.35783,0.80261,1.01539,5.40198,0.841713,1.44124,1,0,0,1,1093,1093
"1094",-5196.54,-3.93334,1.35308,0.86435,1.02205,5.60099,0.8617,1.45491,1,0,0,1,1094,1094
"1095",-5195.17,-1.66621,1.32818,0.86241,1.01592,5.20703,0.851009,1.43496,1,0,0,1,1095,1095
"1096",-5197.94,-3.00361,1.35399,0.862512,0.980689,5.5182,0.858242,1.449,1,0,0,1,1096,1096
"1097",-5194.08,-2.80737,1.3388,0.836549,0.948589,5.42104,0.85011,1.45094,1,0,0,1,1097,1097
"1098",-5199,-2.28105,1.33409,0.862512,1.05421,5.36475,0.849075,1.42637,1,0,0,1,1098,1098
"1099",-5192.92,-1.58734,1.32094,0.837423,0.989504,5.28966,0.860011,1.44793,1,0,0,1,1099,1099
"1100",-5197.57,-1.93163,1.34485,0.861658,1.05333,5.44579,0.861446,1.44558,1,0,0,1,1100,1100
"1101",-5195.15,-2.3503,1.33837,0.868229,0.98771,5.55739,0.861736,1.43563,1,0,0,1,1101,1101
"1102",-5204.6,-2.52937,1.34964,0.858966,1.04328,5.38002,0.862725,1.43244,1,0,0,1,1102,1102
"1103",-5195.72,-1.77889,1.3316,0.845232,1.01473,5.32994,0.867252,1.45411,1,0,0,1,1103,1103
"1104",-5192.33,-2.08972,1.33183,0.88179,0.994398,5.30375,0.848726,1.44486,1,0,0,1,1104,1104
"1105",-5189.8,-2.81051,1.32194,0.83262,1.01786,5.56861,0.862045,1.45449,1,0,0,1,1105,1105
"1106",-5199.27,-3.06367,1.32482,0.832177,1.06811,5.25489,0.852404,1.43452,1,0,0,1,1106,1106
"1107",-5196.52,-2.18503,1.3264,0.856833,1.02823,5.39365,0.866877,1.431,1,0,0,1,1107,1107
"1108",-5192.74,-0.80778,1.32495,0.839636,1.02636,5.42258,0.858222,1.43926,1,0,0,1,1108,1108
"1109",-5194.81,-5.058,1.34277,0.851659,1.07893,5.45825,0.851679,1.47709,1,0,0,1,1109,1109
"1110",-5189.04,-2.40801,1.31525,0.868242,1.00138,5.52017,0.853602,1.43972,1,0,0,1,1110,1110
"1111",-5190.96,-0.667652,1.32966,0.870869,0.997887,5.396,0.856243,1.44424,1,0,0,1,1111,1111
"1112",-5202.88,-3.90073,1.33752,0.882305,1.04663,5.39893,0.855025,1.41744,1,0,0,1,1112,1112
"1113",-5195.03,-3.28189,1.31664,0.827001,1.04118,5.27909,0.861133,1.45527,1,0,0,1,1113,1113
"1114",-5201.76,-3.55492,1.35189,0.852675,0.965446,5.28368,0.864429,1.45111,1,0,0,1,1114,1114
"1115",-5196.9,-5.49196,1.32736,0.886905,1.09042,5.22124,0.853578,1.45545,1,0,0,1,1115,1115
"1116",-5194.12,-0.564887,1.33223,0.863135,1.03119,5.29717,0.85534,1.44332,1,0,0,1,1116,1116
"1117",-5192.22,-2.23637,1.33271,0.864422,0.974222,5.58224,0.852021,1.4462,1,0,0,1,1117,1117
"1118",-5201.03,-5.05218,1.34551,0.893339,0.98613,5.32301,0.867088,1.43584,1,0,0,1,1118,1118
"1119",-5193.41,-1.43045,1.33757,0.860071,0.98705,5.39583,0.864324,1.45332,1,0,0,1,1119,1119
"1120",-5195.44,-1.79811,1.33608,0.869997,1.04481,5.43574,0.847873,1.43947,1,0,0,1,1120,1120
"1121",-5197.95,-1.73352,1.34282,0.85194,1.02913,5.2695,0.84664,1.44337,1,0,0,1,1121,1121
"1122",-5193.15,-4.69074,1.31886,0.833488,0.994436,5.48339,0.870976,1.45845,1,0,0,1,1122,1122
"1123",-5188.81,-2.52573,1.32421,0.865373,0.963974,5.44015,0.851511,1.46115,1,0,0,1,1123,1123
"1124",-5199.33,-1.38362,1.33267,0.842736,1.04622,5.28356,0.853842,1.43205,1,0,0,1,1124,1124
"1125",-5204.67,-7.92429,1.32875,0.795306,1.07412,5.35897,0.848158,1.43132,1,0,0,1,1125,1125
"1126",-5191.21,-0.960076,1.33175,0.858326,0.989343,5.30342,0.858547,1.45808,1,0,0,1,1126,1126
"1127",-5190.62,-2.41502,1.31946,0.873141,1.05952,5.39089,0.857481,1.44824,1,0,0,1,1127,1127
"1128",-5196.01,-2.28538,1.33804,0.830491,0.994071,5.37149,0.844684,1.43978,1,0,0,1,1128,1128
"1129",-5190.51,-1.48093,1.32616,0.869046,1.00573,5.39835,0.864161,1.45024,1,0,0,1,1129,1129
"1130",-5196.52,-0.598257,1.33527,0.846234,1.0175,5.33142,0.862033,1.44421,1,0,0,1,1130,1130
"1131",-5191.47,-5.01525,1.32558,0.827449,1.03167,5.62521,0.842712,1.45248,1,0,0,1,1131,1131
"1132",-5192.95,-2.90326,1.33468,0.836879,0.962272,5.41204,0.859852,1.46732,1,0,0,1,1132,1132
"1133",-5191.87,-3.78635,1.33298,0.833637,1.04151,5.6439,0.847486,1.45228,1,0,0,1,1133,1133
"1134",-5194.29,-0.270074,1.32991,0.844579,1.01538,5.3476,0.857641,1.43997,1,0,0,1,1134,1134
"1135",-5190.59,-0.394507,1.33127,0.85834,1.01533,5.38412,0.85754,1.45578,1,0,0,1,1135,1135
"1136",-5203.29,-5.96342,1.34175,0.894391,1.00698,5.10562,0.862211,1.43572,1,0,0,1,1136,1136
"1137",-5199.77,-3.37994,1.3376,0.861201,1.08481,5.35645,0.865078,1.44533,1,0,0,1,1137,1137
"1138",-5206.67,-5.87146,1.3544,0.833747,1.04423,5.12139,0.847381,1.45638,1,0,0,1,1138,1138
"1139",-5192.16,-2.3785,1.33863,0.836792,1.0064,5.54996,0.848059,1.45817,1,0,0,1,1139,1139
"1140",-5197.43,-3.00008,1.32804,0.868315,0.994109,5.40046,0.866005,1.42326,1,0,0,1,1140,1140
"1141",-5192.72,-2.70386,1.32725,0.856297,0.955379,5.45113,0.864825,1.4433,1,0,0,1,1141,1141
"1142",-5197.91,-3.98744,1.34041,0.893323,0.999194,5.55196,0.857027,1.43362,1,0,0,1,1142,1142
"1143",-5192.47,-2.33573,1.33864,0.868656,1.02527,5.58907,0.852114,1.45584,1,0,0,1,1143,1143
"1144",-5196.25,-4.90574,1.31332,0.826784,0.968599,5.39262,0.856344,1.42064,1,0,0,1,1144,1144
"1145",-5205.07,-3.57144,1.33185,0.846431,1.01042,5.35818,0.858523,1.40857,1,0,0,1,1145,1145
"1146",-5191.78,-3.34238,1.32982,0.838925,1.05033,5.42429,0.843539,1.46325,1,0,0,1,1146,1146
"1147",-5193.84,-2.04109,1.3335,0.856768,0.995134,5.2068,0.84611,1.44361,1,0,0,1,1147,1147
"1148",-5199.46,-1.443,1.34004,0.863297,1.04554,5.38742,0.856274,1.43029,1,0,0,1,1148,1148
"1149",-5189.75,-4.61564,1.32384,0.884442,0.977878,5.51184,0.863793,1.46542,1,0,0,1,1149,1149
"1150",-5195.81,-0.685204,1.33597,0.845536,1.04581,5.36859,0.858359,1.44591,1,0,0,1,1150,1150
"1151",-5202.26,-2.17648,1.35019,0.846496,1.03688,5.25316,0.850994,1.44495,1,0,0,1,1151,1151
"1152",-5192.77,-3.58315,1.33624,0.848982,0.983987,5.68275,0.850886,1.45536,1,0,0,1,1152,1152
"1153",-5190.47,-2.08786,1.31412,0.86003,1.00256,5.3129,0.861369,1.44075,1,0,0,1,1153,1153
"1154",-5196.09,-1.6844,1.33107,0.866769,1.06021,5.32809,0.852434,1.43686,1,0,0,1,1154,1154
"1155",-5196.56,-3.02822,1.33785,0.819809,1.04428,5.39028,0.846957,1.45073,1,0,0,1,1155,1155
"1156",-5199.11,-3.04285,1.3336,0.84358,1.09092,5.33374,0.860723,1.44811,1,0,0,1,1156,1156
"1157",-5198.2,-1.22522,1.34188,0.841785,0.996665,5.24626,0.857734,1.45036,1,0,0,1,1157,1157
"1158",-5194.24,-0.378204,1.33235,0.838008,1.0021,5.36556,0.857297,1.44428,1,0,0,1,1158,1158
"1159",-5194.02,-2.40987,1.34727,0.847221,0.980001,5.49112,0.855519,1.46269,1,0,0,1,1159,1159
"1160",-5198.07,-1.65458,1.3483,0.860653,1.04716,5.39243,0.857358,1.44983,1,0,0,1,1160,1160
"1161",-5201.54,-2.0742,1.3518,0.836099,1.03633,5.36395,0.853543,1.447,1,0,0,1,1161,1161
"1162",-5190.1,-2.92895,1.32582,0.860776,0.941878,5.4087,0.857943,1.45485,1,0,0,1,1162,1162
"1163",-5190.64,-0.966635,1.32831,0.867288,0.979294,5.38427,0.853425,1.44289,1,0,0,1,1163,1163
"1164",-5190.6,-1.17203,1.3233,0.864123,1.02363,5.27375,0.851926,1.44939,1,0,0,1,1164,1164
"1165",-5194.87,-3.73909,1.33585,0.861673,1.01104,5.12701,0.844152,1.45308,1,0,0,1,1165,1165
"1166",-5200.37,-7.38496,1.3218,0.812603,1.02151,5.39937,0.841585,1.41507,1,0,0,1,1166,1166
"1167",-5191.31,-2.10975,1.33611,0.869725,0.964964,5.28971,0.854615,1.45729,1,0,0,1,1167,1167
"1168",-5199.71,-3.34264,1.33783,0.842292,0.948049,5.45965,0.856968,1.42537,1,0,0,1,1168,1168
"1169",-5200.83,-3.58529,1.35375,0.852778,0.980507,5.46412,0.845519,1.43676,1,0,0,1,1169,1169
"1170",-5194.99,-6.7878,1.31356,0.864221,0.980312,5.04829,0.850369,1.42752,1,0,0,1,1170,1170
"1171",-5195.39,-7.10692,1.31238,0.825691,0.947181,5.14291,0.857708,1.46059,1,0,0,1,1171,1171
"1172",-5193.89,-6.76847,1.33071,0.82766,1.04737,5.36251,0.837856,1.47323,1,0,0,1,1172,1172
"1173",-5190.15,-4.54513,1.32829,0.860203,0.94283,5.3638,0.843665,1.461,1,0,0,1,1173,1173
"1174",-5194.09,-1.76746,1.34366,0.861288,1.01287,5.53884,0.849796,1.45054,1,0,0,1,1174,1174
"1175",-5195.19,-2.43745,1.31956,0.852485,0.997873,5.37713,0.85863,1.42052,1,0,0,1,1175,1175
"1176",-5196.98,-4.05206,1.33906,0.820237,1.03824,5.42985,0.842071,1.44538,1,0,0,1,1176,1176
"1177",-5196.47,-4.73509,1.34607,0.885272,1.0414,5.35482,0.847361,1.46886,1,0,0,1,1177,1177
"1178",-5199.19,-4.21598,1.32122,0.83696,0.957834,5.19645,0.862218,1.43153,1,0,0,1,1178,1178
"1179",-5196.44,-0.946461,1.33958,0.867928,0.997451,5.33408,0.855015,1.43518,1,0,0,1,1179,1179
"1180",-5188.65,-3.24081,1.31476,0.854716,0.98353,5.58493,0.851958,1.45295,1,0,0,1,1180,1180
"1181",-5197.27,-2.28746,1.34649,0.859781,1.02011,5.21119,0.853846,1.46019,1,0,0,1,1181,1181
"1182",-5190.53,-0.44339,1.32769,0.865048,1.01495,5.3463,0.855913,1.44944,1,0,0,1,1182,1182
"1183",-5192.77,-3.79298,1.31995,0.866336,1.06912,5.28064,0.845901,1.45293,1,0,0,1,1183,1183
"1184",-5197.89,-5.42846,1.35214,0.865055,0.968776,5.40375,0.868514,1.46685,1,0,0,1,1184,1184
"1185",-5196.01,-10.7239,1.31328,0.826286,1.0485,5.38705,0.830077,1.43112,1,0,0,1,1185,1185
"1186",-5189.25,-1.9661,1.3252,0.873211,1.02804,5.53852,0.857064,1.45317,1,0,0,1,1186,1186
"1187",-5195.39,-7.82151,1.3108,0.879666,0.961664,5.45303,0.866986,1.41673,1,0,0,1,1187,1187
"1188",-5195.78,-2.66679,1.34129,0.855054,1.05073,5.25798,0.849132,1.46383,1,0,0,1,1188,1188
"1189",-5196.29,-1.82083,1.33611,0.821751,1.02999,5.3583,0.852707,1.4522,1,0,0,1,1189,1189
"1190",-5189.8,-2.09313,1.31914,0.838916,1.00833,5.55757,0.85741,1.43989,1,0,0,1,1190,1190
"1191",-5199.56,-3.03215,1.34325,0.885775,0.988812,5.3889,0.857123,1.42836,1,0,0,1,1191,1191
"1192",-5197.13,-1.93499,1.33852,0.868735,1.02933,5.22683,0.848643,1.44129,1,0,0,1,1192,1192
"1193",-5206.07,-3.98685,1.34871,0.844205,0.955382,5.32857,0.854553,1.42181,1,0,0,1,1193,1193
"1194",-5198.99,-1.80385,1.34776,0.855342,1.03505,5.49918,0.85334,1.43609,1,0,0,1,1194,1194
"1195",-5191.17,-3.41175,1.32327,0.886606,0.970312,5.39521,0.848548,1.44483,1,0,0,1,1195,1195
"1196",-5198.86,-3.54053,1.33569,0.83605,1.0201,5.23482,0.865644,1.46903,1,0,0,1,1196,1196
"1197",-5209.79,-4.62898,1.35632,0.828307,0.982898,5.39467,0.851777,1.42399,1,0,0,1,1197,1197
"1198",-5195.33,-1.11844,1.33672,0.867665,1.04427,5.41393,0.85238,1.43892,1,0,0,1,1198,1198
"1199",-5194.24,-2.39355,1.33559,0.847631,0.953837,5.37701,0.847807,1.43761,1,0,0,1,1199,1199
"1200",-5208.66,-4.75042,1.32903,0.825311,1.0141,5.09686,0.858715,1.42604,1,0,0,1,1200,1200
"1201",-5201.56,-7.187,1.33508,0.843175,1.13288,5.46929,0.865375,1.44399,1,0,0,1,1201,1201
"1202",-5192.55,-2.3012,1.3273,0.861633,0.999478,5.4859,0.843885,1.43721,1,0,0,1,1202,1202
"1203",-5198.09,-2.80325,1.32866,0.822287,1.0499,5.34797,0.863096,1.45192,1,0,0,1,1203,1203
"1204",-5194.57,-1.76484,1.32361,0.84456,0.990905,5.19377,0.857948,1.44381,1,0,0,1,1204,1204
"1205",-5194.5,-0.767644,1.32981,0.859297,1.0061,5.26857,0.853966,1.43552,1,0,0,1,1205,1205
"1206",-5194.9,-1.83395,1.32167,0.854362,1.02383,5.29287,0.865008,1.43927,1,0,0,1,1206,1206
"1207",-5193.17,-2.48995,1.33831,0.857274,1.00471,5.28158,0.860082,1.47254,1,0,0,1,1207,1207
"1208",-5201.56,-5.07646,1.33393,0.86906,1.05136,5.53326,0.865791,1.41605,1,0,0,1,1208,1208
"1209",-5188.92,-2.2986,1.32585,0.854888,1.01323,5.40422,0.855829,1.47439,1,0,0,1,1209,1209
"1210",-5191.06,-2.49679,1.32191,0.860208,0.990864,5.57188,0.848925,1.43785,1,0,0,1,1210,1210
"1211",-5194.08,-4.56869,1.31415,0.814359,0.991693,5.49549,0.860599,1.43974,1,0,0,1,1211,1211
"1212",-5197.27,-3.90677,1.3279,0.85013,0.957144,5.1682,0.851507,1.42685,1,0,0,1,1212,1212
"1213",-5201.3,-9.27125,1.33152,0.863358,0.930232,5.49895,0.836679,1.41992,1,0,0,1,1213,1213
"1214",-5195.08,-1.10499,1.34368,0.858062,1.01829,5.33653,0.849073,1.45115,1,0,0,1,1214,1214
"1215",-5193.36,-0.861855,1.32965,0.839951,1.01179,5.34391,0.848793,1.43967,1,0,0,1,1215,1215
"1216",-5206.18,-4.4718,1.32949,0.814785,1.05682,5.29121,0.865209,1.43674,1,0,0,1,1216,1216
"1217",-5198.15,-2.38131,1.32444,0.821626,1.0002,5.36109,0.86055,1.43371,1,0,0,1,1217,1217
"1218",-5197.63,-4.28551,1.31857,0.823889,1.0027,5.26251,0.866862,1.45873,1,0,0,1,1218,1218
"1219",-5190.23,-5.0722,1.31018,0.873916,0.955072,5.50933,0.851085,1.45074,1,0,0,1,1219,1219
"1220",-5193.07,-0.987699,1.33124,0.868711,0.983934,5.35184,0.857185,1.43697,1,0,0,1,1220,1220
"1221",-5192.19,-1.95807,1.31709,0.832662,1.01455,5.42876,0.857864,1.43539,1,0,0,1,1221,1221
"1222",-5192.8,-1.80557,1.32659,0.841786,1.00689,5.19663,0.850655,1.45381,1,0,0,1,1222,1222
"1223",-5191.92,-5.09203,1.33396,0.866944,1.00842,5.34922,0.845802,1.4845,1,0,0,1,1223,1223
"1224",-5203.4,-3.08804,1.3388,0.868798,1.0076,5.31224,0.866283,1.42345,1,0,0,1,1224,1224
"1225",-5193.75,-1.42481,1.33919,0.859602,1.04996,5.43123,0.85014,1.45342,1,0,0,1,1225,1225
"1226",-5196.48,-1.52006,1.34818,0.848242,1.00567,5.51244,0.85348,1.44509,1,0,0,1,1226,1226
"1227",-5196.04,-3.78181,1.33072,0.810707,0.98747,5.52243,0.858908,1.45066,1,0,0,1,1227,1227
"1228",-5196.43,-4.37724,1.32024,0.859027,1.03917,5.30427,0.842659,1.42181,1,0,0,1,1228,1228
"1229",-5194.09,-2.14459,1.3298,0.857721,0.996185,5.40406,0.869137,1.44585,1,0,0,1,1229,1229
"1230",-5202.28,-2.20405,1.34234,0.848432,0.994419,5.39385,0.86603,1.43036,1,0,0,1,1230,1230
"1231",-5189.61,-1.86718,1.32203,0.833026,1.01744,5.39478,0.851238,1.46116,1,0,0,1,1231,1231
"1232",-5204.82,-3.87522,1.35165,0.855325,1.02148,5.14151,0.861828,1.45551,1,0,0,1,1232,1232
"1233",-5189.48,-2.41479,1.31976,0.837697,0.986968,5.43681,0.859639,1.46394,1,0,0,1,1233,1233
"1234",-5192.54,-1.40873,1.34299,0.858573,1.01543,5.42856,0.852381,1.4629,1,0,0,1,1234,1234
"1235",-5189.95,-1.92172,1.31912,0.835027,0.975193,5.37827,0.854601,1.45182,1,0,0,1,1235,1235
"1236",-5193.45,-1.35552,1.33544,0.830226,0.989678,5.3648,0.853169,1.45673,1,0,0,1,1236,1236
"1237",-5198.02,-10.3101,1.35797,0.836719,1.01554,5.82295,0.860392,1.4715,1,0,0,1,1237,1237
"1238",-5188.45,-2.31853,1.31426,0.869522,0.990128,5.44032,0.852047,1.44274,1,0,0,1,1238,1238
"1239",-5192.74,-2.39557,1.32238,0.851187,1.01027,5.14603,0.851625,1.4503,1,0,0,1,1239,1239
"1240",-5192.5,-1.71529,1.32441,0.847391,1.06766,5.38803,0.85289,1.4462,1,0,0,1,1240,1240
"1241",-5193.62,-1.41496,1.3301,0.841436,0.977316,5.47965,0.853856,1.43362,1,0,0,1,1241,1241
"1242",-5195.61,-2.78781,1.3452,0.851509,0.992664,5.50924,0.866555,1.45552,1,0,0,1,1242,1242
"1243",-5198.62,-4.17084,1.33643,0.83801,1.0144,5.61008,0.84646,1.42204,1,0,0,1,1243,1243
"1244",-5207.62,-2.51189,1.35269,0.852053,1.01881,5.30402,0.859225,1.42882,1,0,0,1,1244,1244
"1245",-5189.93,-3.27151,1.32072,0.826597,1.01551,5.41733,0.850702,1.46902,1,0,0,1,1245,1245
"1246",-5194.25,-1.11996,1.33811,0.8617,1.03074,5.3674,0.847389,1.4466,1,0,0,1,1246,1246
"1247",-5194.03,-0.702554,1.33655,0.849722,0.996078,5.3356,0.861047,1.4534,1,0,0,1,1247,1247
"1248",-5192.4,-3.08729,1.33083,0.850584,0.947382,5.50992,0.848001,1.44475,1,0,0,1,1248,1248
"1249",-5194.06,-2.27741,1.33534,0.865362,1.05424,5.46967,0.865067,1.44773,1,0,0,1,1249,1249
"1250",-5203.9,-6.97363,1.3641,0.821576,1.00263,5.37323,0.848775,1.46834,1,0,0,1,1250,1250
"1251",-5192.93,-1.83194,1.32283,0.840724,0.994657,5.19987,0.852549,1.44659,1,0,0,1,1251,1251
"1252",-5210.63,-5.33076,1.32997,0.839795,0.994058,5.20751,0.863557,1.40897,1,0,0,1,1252,1252
"1253",-5197.73,-2.2182,1.33271,0.86121,0.975783,5.28152,0.853679,1.42355,1,0,0,1,1253,1253
