"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw"
"1254",-5198.62,-2.74905,1.34643,0.856351,0.972535,5.54889,0.853313,1.43262,1,0,0,1,1254,1254
"1255",-5198.27,-1.90812,1.33414,0.836516,1.0095,5.17814,0.858468,1.45367,1,0,0,1,1255,1255
"1256",-5191,-2.48963,1.32106,0.876488,0.972863,5.4201,0.855346,1.43405,1,0,0,1,1256,1256
"1257",-5200.73,-3.22085,1.3564,0.872097,1.01881,5.37161,0.861652,1.45151,1,0,0,1,1257,1257
"1258",-5205.25,-5.09425,1.35463,0.836068,0.954251,5.24543,0.84815,1.43558,1,0,0,1,1258,1258
"1259",-5196.2,-3.21975,1.34808,0.864442,0.964826,5.40146,0.863988,1.45687,1,0,0,1,1259,1259
"1260",-5194.18,-5.34689,1.33923,0.836584,0.959861,5.5819,0.843631,1.46375,1,0,0,1,1260,1260
"1261",-5196.37,-2.65695,1.34078,0.870624,0.969682,5.21835,0.851277,1.43865,1,0,0,1,1261,1261
"1262",-5192.01,-0.513107,1.33091,0.846753,1.00594,5.3274,0.849756,1.44678,1,0,0,1,1262,1262
"1263",-5191.63,-1.71149,1.3305,0.833923,1.04278,5.52438,0.857426,1.45132,1,0,0,1,1263,1263
"1264",-5194.7,-4.51415,1.32048,0.868017,1.07141,5.5357,0.859013,1.42378,1,0,0,1,1264,1264
"1265",-5200.52,-2.18494,1.33347,0.848336,1.06373,5.389,0.858632,1.42609,1,0,0,1,1265,1265
"1266",-5190.31,-3.23127,1.32643,0.84114,0.979075,5.4399,0.841602,1.45415,1,0,0,1,1266,1266
"1267",-5197.6,-1.73814,1.34382,0.851919,1.00105,5.25655,0.861774,1.45738,1,0,0,1,1267,1267
"1268",-5195.32,-1.13001,1.33478,0.865664,1.00773,5.2696,0.850496,1.43633,1,0,0,1,1268,1268
"1269",-5189.4,-4.60896,1.31936,0.893422,0.984781,5.33072,0.862878,1.45895,1,0,0,1,1269,1269
"1270",-5197.36,-1.45266,1.3478,0.844988,0.984477,5.36646,0.851301,1.44554,1,0,0,1,1270,1270
"1271",-5190.48,-1.07716,1.33214,0.84378,0.984409,5.46245,0.856161,1.4583,1,0,0,1,1271,1271
"1272",-5193.75,-3.83465,1.32783,0.885243,1.04332,5.54348,0.847696,1.45487,1,0,0,1,1272,1272
"1273",-5195.2,-0.721012,1.32776,0.846859,1.01362,5.37162,0.858102,1.43107,1,0,0,1,1273,1273
"1274",-5192.64,-2.31801,1.32415,0.833263,1.05712,5.37684,0.848136,1.44744,1,0,0,1,1274,1274
"1275",-5195.52,-2.63425,1.3297,0.823002,1.03134,5.35816,0.861346,1.46279,1,0,0,1,1275,1275
"1276",-5191.94,-3.62606,1.31787,0.826554,1.03228,5.57232,0.856579,1.43254,1,0,0,1,1276,1276
"1277",-5196.99,-1.52542,1.34423,0.84269,1.00836,5.53546,0.857722,1.43871,1,0,0,1,1277,1277
"1278",-5197.58,-3.65682,1.33664,0.850526,0.989887,5.06718,0.852673,1.45332,1,0,0,1,1278,1278
"1279",-5190.01,-2.50987,1.32697,0.841692,1.03524,5.54776,0.84691,1.45645,1,0,0,1,1279,1279
"1280",-5194.18,-3.40354,1.33549,0.874959,1.06253,5.32507,0.86181,1.46568,1,0,0,1,1280,1280
"1281",-5199.71,-9.42184,1.3602,0.833103,0.990113,5.75614,0.854726,1.47175,1,0,0,1,1281,1281
"1282",-5197.56,-6.4408,1.32417,0.906137,1.04046,5.23307,0.847421,1.43463,1,0,0,1,1282,1282
"1283",-5189.82,-3.36399,1.32513,0.870102,0.976881,5.17181,0.853741,1.46218,1,0,0,1,1283,1283
"1284",-5193.24,-1.34358,1.32778,0.834506,0.985449,5.45797,0.860417,1.44267,1,0,0,1,1284,1284
"1285",-5193.24,-3.02365,1.32617,0.890697,1.03451,5.29157,0.860237,1.44459,1,0,0,1,1285,1285
"1286",-5192.6,-1.46801,1.34187,0.853978,1.01218,5.4267,0.848429,1.4601,1,0,0,1,1286,1286
"1287",-5193.39,-4.41806,1.31657,0.829327,0.962572,5.18809,0.855668,1.45633,1,0,0,1,1287,1287
"1288",-5204.57,-3.4806,1.34713,0.859041,1.04444,5.50322,0.854148,1.41945,1,0,0,1,1288,1288
"1289",-5193.61,-2.50975,1.3445,0.84344,1.01108,5.56951,0.849111,1.45722,1,0,0,1,1289,1289
"1290",-5189.18,-2.82242,1.32297,0.86004,1.01595,5.65252,0.854861,1.45194,1,0,0,1,1290,1290
"1291",-5187.66,-2.32208,1.31331,0.851864,1.00646,5.3782,0.856835,1.46275,1,0,0,1,1291,1291
"1292",-5194.44,-1.82556,1.3406,0.878629,1.0262,5.44483,0.861118,1.44725,1,0,0,1,1292,1292
"1293",-5192.99,-2.0913,1.3271,0.862453,1.03747,5.51678,0.8475,1.43553,1,0,0,1,1293,1293
"1294",-5190.6,-2.28128,1.33259,0.864918,0.978241,5.26994,0.857235,1.4668,1,0,0,1,1294,1294
"1295",-5202.87,-2.63023,1.33507,0.854353,1.07325,5.26745,0.856285,1.42926,1,0,0,1,1295,1295
"1296",-5189.41,-1.5958,1.32325,0.865025,1.00123,5.54317,0.858624,1.44354,1,0,0,1,1296,1296
"1297",-5192.6,-1.96587,1.34229,0.858956,1.00603,5.32495,0.851754,1.46837,1,0,0,1,1297,1297
"1298",-5195.29,-6.07027,1.32629,0.831617,0.965731,5.2502,0.861261,1.48296,1,0,0,1,1298,1298
"1299",-5194.79,-1.66433,1.33747,0.876862,1.04821,5.43656,0.855931,1.44357,1,0,0,1,1299,1299
"1300",-5194.02,-3.10701,1.33014,0.878251,0.99107,5.59454,0.848805,1.44297,1,0,0,1,1300,1300
"1301",-5196.27,-5.45519,1.3266,0.880839,1.06419,5.39893,0.87221,1.44196,1,0,0,1,1301,1301
"1302",-5193.99,-1.87399,1.32235,0.834321,1.02783,5.27689,0.849315,1.43881,1,0,0,1,1302,1302
"1303",-5191.56,-2.05047,1.32461,0.865426,0.979147,5.30163,0.848165,1.43487,1,0,0,1,1303,1303
"1304",-5196.16,-2.04907,1.34582,0.872506,1.03113,5.52223,0.855338,1.44434,1,0,0,1,1304,1304
"1305",-5197.96,-4.08505,1.34007,0.843257,1.03736,5.22737,0.839547,1.44756,1,0,0,1,1305,1305
"1306",-5191.69,-0.512146,1.32976,0.84588,1.02356,5.34154,0.856502,1.45632,1,0,0,1,1306,1306
"1307",-5198.83,-1.73275,1.34714,0.859001,1.03075,5.40697,0.848127,1.43861,1,0,0,1,1307,1307
"1308",-5195.11,-4.68608,1.3258,0.877076,0.950293,5.34434,0.848888,1.42249,1,0,0,1,1308,1308
"1309",-5193.13,-2.55982,1.33183,0.882964,1.00343,5.55274,0.85096,1.44649,1,0,0,1,1309,1309
"1310",-5197.88,-1.00441,1.34377,0.847863,1.0056,5.35569,0.862286,1.44784,1,0,0,1,1310,1310
"1311",-5204.56,-2.88963,1.34346,0.849606,1.02392,5.42926,0.851892,1.41596,1,0,0,1,1311,1311
"1312",-5192.66,-1.26971,1.34037,0.852135,0.975198,5.39569,0.857106,1.45828,1,0,0,1,1312,1312
"1313",-5190.37,-6.42097,1.31956,0.815313,1.03178,5.6957,0.850083,1.45373,1,0,0,1,1313,1313
"1314",-5194.22,-2.17195,1.32479,0.858956,0.972668,5.41747,0.859703,1.42617,1,0,0,1,1314,1314
"1315",-5198.03,-3.2389,1.34497,0.852965,1.05307,5.2983,0.843408,1.4536,1,0,0,1,1315,1315
"1316",-5217.34,-13.3485,1.34356,0.803048,0.958924,4.90151,0.851355,1.44479,1,0,0,1,1316,1316
"1317",-5208.43,-4.43402,1.35771,0.817987,1.009,5.3286,0.851773,1.44089,1,0,0,1,1317,1317
"1318",-5205.72,-4.50105,1.35063,0.849838,1.00739,5.58057,0.853281,1.41702,1,0,0,1,1318,1318
"1319",-5206.57,-4.23996,1.32929,0.829676,1.00209,5.35129,0.86184,1.41116,1,0,0,1,1319,1319
"1320",-5195.02,-2.17532,1.33279,0.819121,1.03082,5.48026,0.854326,1.44519,1,0,0,1,1320,1320
"1321",-5191.1,-3.87439,1.32081,0.86665,0.978186,5.27139,0.867042,1.46246,1,0,0,1,1321,1321
"1322",-5193.24,-2.50128,1.32727,0.879469,1.05115,5.47197,0.850114,1.44177,1,0,0,1,1322,1322
"1323",-5193.54,-3.23758,1.32323,0.837624,1.04563,5.27719,0.842838,1.44434,1,0,0,1,1323,1323
"1324",-5192.88,-1.3793,1.33077,0.832644,1.02003,5.318,0.848893,1.45362,1,0,0,1,1324,1324
"1325",-5195.8,-3.93345,1.33554,0.85134,1.09154,5.35502,0.858612,1.46726,1,0,0,1,1325,1325
"1326",-5196.91,-6.53746,1.3409,0.867573,1.11692,5.5871,0.856197,1.4545,1,0,0,1,1326,1326
"1327",-5195.2,-4.05896,1.33966,0.823927,1.0114,5.31515,0.850142,1.47559,1,0,0,1,1327,1327
"1328",-5198.08,-3.77049,1.34297,0.837631,1.02531,5.43834,0.869684,1.46321,1,0,0,1,1328,1328
"1329",-5193.9,-0.987652,1.33485,0.864194,1.02538,5.48951,0.858998,1.437,1,0,0,1,1329,1329
"1330",-5194.57,-2.18957,1.32183,0.847693,1.00218,5.16468,0.859393,1.44826,1,0,0,1,1330,1330
"1331",-5194.4,-4.22262,1.32583,0.827999,0.979831,5.43624,0.841937,1.42998,1,0,0,1,1331,1331
"1332",-5197.47,-3.90549,1.32,0.831076,0.957967,5.32794,0.864942,1.43567,1,0,0,1,1332,1332
"1333",-5189.26,-3.8595,1.32131,0.87407,0.975159,5.18961,0.846977,1.45133,1,0,0,1,1333,1333
"1334",-5196.15,-2.86689,1.34476,0.87732,1.03423,5.25432,0.856316,1.46198,1,0,0,1,1334,1334
"1335",-5199.52,-1.6505,1.32978,0.836348,0.995775,5.29157,0.862512,1.43285,1,0,0,1,1335,1335
"1336",-5191.31,-1.94671,1.31825,0.86266,0.987744,5.39484,0.85955,1.43135,1,0,0,1,1336,1336
"1337",-5193.74,-2.08537,1.32688,0.876181,1.0336,5.23317,0.859954,1.44728,1,0,0,1,1337,1337
"1338",-5191.02,-1.38011,1.32874,0.86794,1.02548,5.38758,0.863348,1.45441,1,0,0,1,1338,1338
"1339",-5197.89,-2.94996,1.32505,0.870663,1.06267,5.25949,0.860725,1.43303,1,0,0,1,1339,1339
"1340",-5210.95,-11.8638,1.37094,0.850638,0.986279,5.01681,0.8461,1.46374,1,0,0,1,1340,1340
"1341",-5197.08,-1.22963,1.34425,0.851077,1.01894,5.36573,0.862861,1.45287,1,0,0,1,1341,1341
"1342",-5195.22,-3.82539,1.31731,0.838705,0.974032,5.18425,0.863429,1.45133,1,0,0,1,1342,1342
"1343",-5191.98,-0.932311,1.33343,0.858213,1.00094,5.33149,0.861177,1.45837,1,0,0,1,1343,1343
"1344",-5197.86,-1.63509,1.33153,0.866764,1.03725,5.23951,0.860141,1.43637,1,0,0,1,1344,1344
"1345",-5197.98,-2.0267,1.33674,0.835048,1.01776,5.52984,0.860245,1.42985,1,0,0,1,1345,1345
"1346",-5191.87,-1.26006,1.32495,0.856873,0.990958,5.31972,0.86339,1.44857,1,0,0,1,1346,1346
"1347",-5192.56,-7.23402,1.31848,0.867665,1.00505,5.33664,0.872872,1.47956,1,0,0,1,1347,1347
"1348",-5191.76,-1.96162,1.33792,0.857282,1.0307,5.59809,0.853364,1.45389,1,0,0,1,1348,1348
"1349",-5203.28,-7.99667,1.35036,0.809747,0.964592,5.20388,0.84323,1.45818,1,0,0,1,1349,1349
"1350",-5191.74,-1.98836,1.337,0.877477,0.992325,5.46772,0.86153,1.45406,1,0,0,1,1350,1350
"1351",-5193.34,-1.34346,1.32595,0.834563,1.03173,5.37,0.84934,1.43901,1,0,0,1,1351,1351
"1352",-5209.27,-6.72685,1.36102,0.868512,1.07103,5.25864,0.844186,1.44384,1,0,0,1,1352,1352
"1353",-5193.85,-0.687149,1.3398,0.85084,1.03225,5.37434,0.851705,1.45335,1,0,0,1,1353,1353
"1354",-5203.58,-4.18998,1.33228,0.859924,1.05546,5.18238,0.847646,1.42165,1,0,0,1,1354,1354
"1355",-5191.17,-2.70604,1.33551,0.858233,0.949113,5.35956,0.848687,1.45596,1,0,0,1,1355,1355
"1356",-5193.3,-1.97169,1.32071,0.847946,1.02678,5.37767,0.848821,1.42773,1,0,0,1,1356,1356
"1357",-5203.77,-5.85774,1.33123,0.863685,0.992266,5.30472,0.876983,1.43029,1,0,0,1,1357,1357
"1358",-5202.6,-2.93574,1.33756,0.841239,0.991235,5.10737,0.856301,1.43816,1,0,0,1,1358,1358
"1359",-5192.32,-4.84473,1.31752,0.889054,1.05057,5.46691,0.864045,1.4347,1,0,0,1,1359,1359
"1360",-5194.17,-0.159451,1.33373,0.851947,1.02488,5.38707,0.855561,1.43966,1,0,0,1,1360,1360
"1361",-5193.05,-3.42064,1.33164,0.858378,1.06926,5.32748,0.850235,1.47079,1,0,0,1,1361,1361
"1362",-5192.33,-2.67052,1.32946,0.825649,0.96829,5.39617,0.853226,1.46117,1,0,0,1,1362,1362
"1363",-5199.23,-2.49208,1.34558,0.842127,1.00219,5.57634,0.856703,1.43098,1,0,0,1,1363,1363
"1364",-5204.19,-3.33179,1.34593,0.865222,1.03336,5.3264,0.846249,1.42328,1,0,0,1,1364,1364
"1365",-5191.67,-1.35806,1.33231,0.860161,1.007,5.38556,0.844856,1.44822,1,0,0,1,1365,1365
"1366",-5202.25,-2.01765,1.33094,0.830346,1.02666,5.29118,0.861805,1.4306,1,0,0,1,1366,1366
"1367",-5190.95,-3.37758,1.31182,0.85662,1.04086,5.39219,0.846864,1.43289,1,0,0,1,1367,1367
"1368",-5188.15,-5.68869,1.30995,0.856406,0.94632,5.31122,0.844256,1.44893,1,0,0,1,1368,1368
"1369",-5189.28,-5.51058,1.30749,0.854423,1.05857,5.51376,0.847541,1.46254,1,0,0,1,1369,1369
"1370",-5189.43,-1.4761,1.32762,0.86298,1.0069,5.50555,0.862552,1.45348,1,0,0,1,1370,1370
"1371",-5194.06,-1.26299,1.33455,0.834165,0.976673,5.3282,0.852256,1.44825,1,0,0,1,1371,1371
"1372",-5196.55,-0.587337,1.33625,0.84904,1.0348,5.38462,0.860088,1.43955,1,0,0,1,1372,1372
"1373",-5195.37,-2.28886,1.34643,0.861082,0.96633,5.27777,0.85347,1.45338,1,0,0,1,1373,1373
"1374",-5189.08,-1.9521,1.32912,0.868739,0.990885,5.40808,0.851735,1.46654,1,0,0,1,1374,1374
"1375",-5201.56,-3.48906,1.34824,0.870377,1.00978,5.1404,0.85993,1.45079,1,0,0,1,1375,1375
"1376",-5192.32,-1.34554,1.33455,0.850463,1.01423,5.26784,0.853449,1.46448,1,0,0,1,1376,1376
"1377",-5201.48,-3.27337,1.35144,0.868921,1.06652,5.34409,0.850977,1.44768,1,0,0,1,1377,1377
"1378",-5193.11,-1.68251,1.33574,0.874316,1.04828,5.4124,0.851751,1.45335,1,0,0,1,1378,1378
"1379",-5195.98,-1.42224,1.338,0.848977,0.971723,5.29268,0.86115,1.44849,1,0,0,1,1379,1379
"1380",-5207.15,-2.47172,1.34604,0.829648,1.0312,5.33607,0.860267,1.42993,1,0,0,1,1380,1380
"1381",-5197.44,-2.45153,1.32718,0.851343,1.00326,5.41678,0.851941,1.41637,1,0,0,1,1381,1381
"1382",-5202.75,-2.87067,1.33156,0.844866,1.0748,5.25759,0.855491,1.42881,1,0,0,1,1382,1382
"1383",-5193.52,-3.66395,1.34433,0.87385,0.997118,5.29198,0.858958,1.47408,1,0,0,1,1383,1383
"1384",-5194.97,-1.69231,1.33976,0.877279,1.03915,5.45675,0.857912,1.44358,1,0,0,1,1384,1384
"1385",-5191.17,-4.88748,1.31289,0.86728,1.06334,5.35634,0.844532,1.45947,1,0,0,1,1385,1385
"1386",-5196.8,-6.65974,1.32,0.906487,0.970775,5.52128,0.84934,1.44806,1,0,0,1,1386,1386
"1387",-5203.75,-2.67642,1.35045,0.828596,1.03413,5.41378,0.852002,1.43503,1,0,0,1,1387,1387
"1388",-5192.34,-3.07966,1.33774,0.86418,1.04348,5.36424,0.852786,1.47571,1,0,0,1,1388,1388
"1389",-5199.96,-5.05558,1.32922,0.820427,0.932323,5.32586,0.855307,1.43306,1,0,0,1,1389,1389
"1390",-5194.31,-1.52234,1.33297,0.863113,0.967262,5.39671,0.859118,1.43445,1,0,0,1,1390,1390
"1391",-5199.37,-4.56573,1.34654,0.855453,1.078,5.25394,0.85177,1.46902,1,0,0,1,1391,1391
"1392",-5201.28,-1.65279,1.33641,0.837293,1.02128,5.20122,0.854169,1.43568,1,0,0,1,1392,1392
"1393",-5189.66,-1.8699,1.33105,0.842131,1.00968,5.54594,0.851808,1.46235,1,0,0,1,1393,1393
"1394",-5201.43,-3.19392,1.34367,0.885839,1.01543,5.40533,0.854818,1.42467,1,0,0,1,1394,1394
"1395",-5195.72,-1.43614,1.34456,0.866483,1.01227,5.48782,0.86022,1.44331,1,0,0,1,1395,1395
"1396",-5194.53,-2.03065,1.34141,0.843839,1.0462,5.55985,0.859203,1.44778,1,0,0,1,1396,1396
"1397",-5193.48,-3.67051,1.32737,0.870261,1.02002,5.50454,0.870851,1.43881,1,0,0,1,1397,1397
"1398",-5196.45,-6.5819,1.31279,0.863222,1.02837,5.01868,0.850904,1.4368,1,0,0,1,1398,1398
"1399",-5198.31,-3.61507,1.3481,0.884415,1.00007,5.25342,0.862632,1.45269,1,0,0,1,1399,1399
"1400",-5197.78,-1.30967,1.33787,0.856979,1.05357,5.31317,0.851114,1.43906,1,0,0,1,1400,1400
"1401",-5189.53,-1.05744,1.33051,0.846501,1.00176,5.50912,0.855286,1.45844,1,0,0,1,1401,1401
"1402",-5200.25,-3.63824,1.32218,0.848487,1.06416,5.25131,0.86688,1.4374,1,0,0,1,1402,1402
"1403",-5190.87,-1.78278,1.3206,0.849689,1.01729,5.38123,0.865046,1.45437,1,0,0,1,1403,1403
"1404",-5194.38,-1.12091,1.33351,0.854129,0.982887,5.25354,0.851636,1.43909,1,0,0,1,1404,1404
"1405",-5190.55,-1.50907,1.32374,0.835833,1.02063,5.36303,0.855874,1.4625,1,0,0,1,1405,1405
"1406",-5190.64,-1.13166,1.33026,0.874134,0.998768,5.31383,0.857113,1.45329,1,0,0,1,1406,1406
"1407",-5194.21,-2.78492,1.32055,0.850694,0.973799,5.43657,0.862566,1.42635,1,0,0,1,1407,1407
"1408",-5193.98,-5.18632,1.30887,0.85542,1.00501,5.18731,0.867819,1.4515,1,0,0,1,1408,1408
"1409",-5202.55,-1.73172,1.34646,0.851889,1.02741,5.2129,0.85528,1.44051,1,0,0,1,1409,1409
"1410",-5193.51,-2.20113,1.33487,0.86928,0.986044,5.43206,0.844382,1.44184,1,0,0,1,1410,1410
"1411",-5197.17,-6.05408,1.35055,0.853907,0.995704,5.40332,0.867641,1.4816,1,0,0,1,1411,1411
"1412",-5192.28,-3.50109,1.3292,0.8809,0.972509,5.16651,0.85236,1.44446,1,0,0,1,1412,1412
"1413",-5200.99,-3.59248,1.34629,0.890308,1.04269,5.35112,0.851148,1.43728,1,0,0,1,1413,1413
"1414",-5191.85,-1.43373,1.33509,0.878132,1.02071,5.36304,0.858446,1.45609,1,0,0,1,1414,1414
"1415",-5190.68,-4.398,1.33048,0.838948,1.00445,5.70291,0.852458,1.46477,1,0,0,1,1415,1415
"1416",-5201.2,-2.6125,1.34282,0.854519,1.03781,5.51749,0.860267,1.4242,1,0,0,1,1416,1416
"1417",-5204.02,-7.26785,1.35784,0.874589,0.968553,5.60933,0.842929,1.44647,1,0,0,1,1417,1417
"1418",-5190.61,-2.67797,1.32648,0.845623,0.98821,5.59813,0.84738,1.45018,1,0,0,1,1418,1418
"1419",-5192.62,-0.382954,1.33094,0.86254,1.00164,5.33506,0.853933,1.43978,1,0,0,1,1419,1419
"1420",-5194.33,-1.94728,1.34554,0.837292,1.01498,5.45706,0.851033,1.46081,1,0,0,1,1420,1420
"1421",-5198.08,-2.351,1.34664,0.880693,0.996514,5.30214,0.859211,1.4432,1,0,0,1,1421,1421
"1422",-5198.05,-3.45457,1.32228,0.839156,0.993341,5.1412,0.86397,1.45016,1,0,0,1,1422,1422
"1423",-5200.55,-5.08168,1.32599,0.857382,0.976423,5.40348,0.872233,1.42192,1,0,0,1,1423,1423
"1424",-5201.13,-6.22422,1.3417,0.823524,1.09187,5.54481,0.84622,1.43461,1,0,0,1,1424,1424
"1425",-5193.61,-1.84329,1.33222,0.879487,0.989519,5.40651,0.861014,1.43665,1,0,0,1,1425,1425
"1426",-5192.06,-4.26362,1.32426,0.890932,1.04859,5.43427,0.865798,1.447,1,0,0,1,1426,1426
"1427",-5192.02,-2.4078,1.33415,0.833561,0.98806,5.33183,0.845634,1.45977,1,0,0,1,1427,1427
"1428",-5195.85,-0.804341,1.32824,0.853647,1.03317,5.3079,0.857829,1.43422,1,0,0,1,1428,1428
"1429",-5202.28,-3.82188,1.32197,0.823958,0.988918,5.21473,0.862675,1.43084,1,0,0,1,1429,1429
"1430",-5208.48,-4.96448,1.34479,0.859356,1.08016,5.12117,0.860679,1.44497,1,0,0,1,1430,1430
"1431",-5197.06,-1.30774,1.34095,0.847455,1.03145,5.35697,0.863632,1.45324,1,0,0,1,1431,1431
"1432",-5191.84,-1.6882,1.32411,0.866554,1.00294,5.21055,0.858597,1.44958,1,0,0,1,1432,1432
"1433",-5191.97,-0.508309,1.33259,0.848496,1.00229,5.31815,0.850298,1.44966,1,0,0,1,1433,1433
"1434",-5190.85,-3.40438,1.31812,0.827282,1.05253,5.39269,0.848139,1.45597,1,0,0,1,1434,1434
"1435",-5200.23,-3.17097,1.34541,0.862299,0.965511,5.18132,0.854061,1.43667,1,0,0,1,1435,1435
"1436",-5199.19,-2.81383,1.34939,0.840905,1.03098,5.57623,0.85967,1.43973,1,0,0,1,1436,1436
"1437",-5200.3,-1.75975,1.33441,0.856017,1.03844,5.38114,0.857316,1.42178,1,0,0,1,1437,1437
"1438",-5189.25,-5.40882,1.30375,0.882343,1.01646,5.3066,0.862227,1.44343,1,0,0,1,1438,1438
"1439",-5205.28,-3.89735,1.3569,0.838767,1.04207,5.24825,0.857653,1.45884,1,0,0,1,1439,1439
"1440",-5194.3,-1.57981,1.33269,0.874673,1.00393,5.47879,0.853741,1.43166,1,0,0,1,1440,1440
"1441",-5191.16,-4.28411,1.32151,0.835091,0.996661,5.68234,0.848612,1.44235,1,0,0,1,1441,1441
"1442",-5188.82,-2.37193,1.32777,0.857184,0.988247,5.44679,0.854323,1.47261,1,0,0,1,1442,1442
"1443",-5193.4,-2.32109,1.34421,0.840001,0.985789,5.43823,0.848928,1.46257,1,0,0,1,1443,1443
"1444",-5195.62,-5.22385,1.327,0.892372,1.04911,5.6009,0.858513,1.42989,1,0,0,1,1444,1444
"1445",-5190.89,-1.70204,1.32407,0.839855,1.03634,5.44421,0.84708,1.44473,1,0,0,1,1445,1445
"1446",-5199.84,-3.20097,1.3481,0.822757,0.993554,5.42664,0.847156,1.44242,1,0,0,1,1446,1446
"1447",-5191.17,-1.25687,1.33108,0.869429,1.03542,5.5079,0.854039,1.448,1,0,0,1,1447,1447
"1448",-5193.03,-3.34919,1.32219,0.892104,1.04382,5.38607,0.853203,1.43957,1,0,0,1,1448,1448
"1449",-5189.97,-2.17856,1.32592,0.836412,1.01203,5.60298,0.858356,1.44888,1,0,0,1,1449,1449
"1450",-5196.59,-1.40479,1.34556,0.83991,1.00018,5.35903,0.858668,1.45796,1,0,0,1,1450,1450
"1451",-5198.91,-4.35737,1.35599,0.863696,1.05842,5.42942,0.858358,1.46572,1,0,0,1,1451,1451
"1452",-5195.6,-1.37227,1.33476,0.829738,1.03883,5.36721,0.850448,1.44556,1,0,0,1,1452,1452
"1453",-5195.74,-3.32104,1.34896,0.875422,1.01063,5.55003,0.850742,1.45803,1,0,0,1,1453,1453
"1454",-5195.87,-3.24871,1.32903,0.868613,1.0085,5.27093,0.843054,1.428,1,0,0,1,1454,1454
"1455",-5194.31,-1.79336,1.3425,0.857003,1.00074,5.59078,0.856227,1.44372,1,0,0,1,1455,1455
"1456",-5195.29,-1.51299,1.33463,0.830899,0.99863,5.25732,0.853154,1.45489,1,0,0,1,1456,1456
"1457",-5194.91,-1.60086,1.32719,0.84335,1.01066,5.37179,0.866915,1.44592,1,0,0,1,1457,1457
"1458",-5192.45,-0.966009,1.32629,0.843786,1.00068,5.26525,0.857837,1.45385,1,0,0,1,1458,1458
"1459",-5201.12,-2.0606,1.34041,0.832559,1.01634,5.30023,0.865266,1.45088,1,0,0,1,1459,1459
"1460",-5193.79,-6.35032,1.31117,0.850595,1.0655,5.51455,0.869455,1.42908,1,0,0,1,1460,1460
"1461",-5194.05,-1.76934,1.33,0.868181,1.02024,5.41531,0.86611,1.43879,1,0,0,1,1461,1461
"1462",-5196.47,-2.15699,1.33041,0.880259,1.01553,5.29277,0.859393,1.42998,1,0,0,1,1462,1462
"1463",-5190.7,-1.25011,1.3306,0.847204,0.986025,5.308,0.854602,1.46261,1,0,0,1,1463,1463
"1464",-5189.65,-2.0251,1.32347,0.834602,1.01725,5.39793,0.847361,1.45899,1,0,0,1,1464,1464
"1465",-5196.2,-3.3842,1.34712,0.83716,0.978227,5.45306,0.843567,1.45002,1,0,0,1,1465,1465
"1466",-5188.68,-2.31189,1.31828,0.851976,1.01718,5.30248,0.850784,1.46571,1,0,0,1,1466,1466
"1467",-5205.88,-2.81353,1.35284,0.862148,1.00434,5.22633,0.858319,1.43415,1,0,0,1,1467,1467
"1468",-5203.25,-3.53965,1.33809,0.82973,0.99802,5.34934,0.871254,1.4458,1,0,0,1,1468,1468
"1469",-5206.63,-4.58442,1.35999,0.840761,0.958052,5.33466,0.85375,1.43708,1,0,0,1,1469,1469
"1470",-5198.59,-7.44284,1.34326,0.898516,1.02968,5.15986,0.86509,1.46868,1,0,0,1,1470,1470
"1471",-5191.09,-2.70085,1.33279,0.867166,0.986758,5.22255,0.856218,1.46849,1,0,0,1,1471,1471
"1472",-5202.07,-4.25766,1.33609,0.854866,0.985767,5.54491,0.862107,1.41305,1,0,0,1,1472,1472
"1473",-5189.76,-0.810903,1.32132,0.862975,1.00729,5.40014,0.857448,1.44166,1,0,0,1,1473,1473
"1474",-5198.25,-9.66652,1.31942,0.873609,1.12428,5.43454,0.842933,1.46936,1,0,0,1,1474,1474
"1475",-5193.74,-3.06458,1.33604,0.858478,1.004,5.6916,0.855035,1.43953,1,0,0,1,1475,1475
"1476",-5191.4,-2.17777,1.32439,0.855644,1.01717,5.60013,0.85618,1.43274,1,0,0,1,1476,1476
"1477",-5204.17,-6.25765,1.33587,0.841492,1.06314,5.03635,0.857385,1.46635,1,0,0,1,1477,1477
"1478",-5207.56,-4.43635,1.35424,0.851606,1.05879,5.39832,0.86816,1.43967,1,0,0,1,1478,1478
"1479",-5199.93,-1.53978,1.33672,0.832712,1.01616,5.21307,0.854144,1.44193,1,0,0,1,1479,1479
"1480",-5198.34,-6.05421,1.32638,0.8787,0.955372,5.442,0.845392,1.41609,1,0,0,1,1480,1480
"1481",-5193.72,-1.57723,1.33386,0.879755,1.01738,5.47207,0.853104,1.43862,1,0,0,1,1481,1481
"1482",-5193.88,-0.575616,1.34036,0.845135,1.02437,5.41426,0.852762,1.45156,1,0,0,1,1482,1482
"1483",-5191.85,-4.61657,1.3134,0.841076,1.03407,5.24581,0.857403,1.47469,1,0,0,1,1483,1483
"1484",-5197.78,-3.79604,1.33519,0.871358,0.996596,5.52568,0.842389,1.42958,1,0,0,1,1484,1484
"1485",-5202.77,-1.53329,1.34111,0.831749,1.02933,5.31159,0.860124,1.4374,1,0,0,1,1485,1485
